english,category,sources,srd_5_1,srd_5_2,proposed_zh_tw,status,notes
Rary's Telepathic Bond,spell,PHB; XPHB,true,true,,pending,
Rat,monster,MM; XMM,true,true,,pending,
Rations,item,XPHB,false,true,,pending,
Rations (1 day),item,PHB,true,false,,pending,
Raven,monster,MM; XMM,true,true,,pending,
Ray of Enfeeblement,spell,PHB; XPHB,true,true,,pending,
Ray of Frost,spell,PHB; XPHB,true,true,,pending,
Ray of Sickness,spell,XPHB,false,true,,pending,
Re-Horakhty,deity,PHB,true,false,,pending,
Reaction,variantrule,XPHB,false,true,,pending,
Ready,action,PHB; XPHB,true,true,,pending,
Reckless Attack,classFeature,PHB; XPHB,true,true,,pending,
Red Dragon,card,DMG,true,false,,pending,
Red Dragon Scale Mail,item,DMG; XDMG,true,true,,pending,
Red Dragon Wyrmling,monster,MM; XMM,true,true,,pending,
Reef Shark,monster,MM; XMM,true,true,,pending,
Regenerate,spell,PHB; XPHB,true,true,,pending,
Reincarnate,spell,PHB; XPHB,true,true,,pending,
Relentless Hunter,classFeature,XPHB,false,true,,pending,
Relentless Rage,classFeature,PHB; XPHB,true,true,,pending,
Reliable Talent,classFeature,PHB; XPHB,true,true,,pending,
Religion,skill,PHB; XPHB,true,true,,pending,
Reliquary,item,PHB; XPHB,true,true,,pending,
Remarkable Athlete,subclassFeature,PHB; XPHB,true,true,,pending,
Remorhaz,monster,MM; XMM,true,true,,pending,
Remove Curse,spell,PHB; XPHB,true,true,,pending,
Repelling Blast,optionalfeature,PHB; XPHB,true,true,,pending,
Resistance,spell; variantrule,PHB; XPHB,true,true,,pending,
Restoring Touch,classFeature,XPHB,false,true,,pending,
Restrained,condition,PHB; XPHB,true,true,,pending,
Resurrection,spell,PHB; XPHB,true,true,,pending,
Retaliation,subclassFeature,PHB; XPHB,true,true,,pending,
Reverse Gravity,spell,PHB; XPHB,true,true,,pending,
Revivify,spell,PHB; XPHB,true,true,,pending,
Rhinoceros,monster,MM; XMM,true,true,,pending,
Riding Horse,item; monster,MM; PHB; XMM; XPHB,true,true,,pending,
Riding Saddle,item,PHB; XPHB,true,true,,pending,
Ring Mail,baseitem,PHB; XPHB,true,true,,pending,
Ring of Acid Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Air Elemental Command,item,DMG,true,false,,pending,
Ring of Animal Influence,item,DMG; XDMG,true,true,,pending,
Ring of Cold Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Djinni Summoning,item,DMG; XDMG,true,true,,pending,
Ring of Earth Elemental Command,item,DMG,true,false,,pending,
Ring of Elemental Command,itemGroup,XDMG,false,true,,pending,
Ring of Elemental Command (Air),item,XDMG,false,true,,pending,
Ring of Elemental Command (Earth),item,XDMG,false,true,,pending,
Ring of Elemental Command (Fire),item,XDMG,false,true,,pending,
Ring of Elemental Command (Water),item,XDMG,false,true,,pending,
Ring of Evasion,item,DMG; XDMG,true,true,,pending,
Ring of Feather Falling,item,DMG; XDMG,true,true,,pending,
Ring of Fire Elemental Command,item,DMG,true,false,,pending,
Ring of Fire Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Force Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Free Action,item,DMG; XDMG,true,true,,pending,
Ring of Invisibility,item,DMG; XDMG,true,true,,pending,
Ring of Jumping,item,DMG; XDMG,true,true,,pending,
Ring of Lightning Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Mind Shielding,item,DMG; XDMG,true,true,,pending,
Ring of Necrotic Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Poison Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Protection,item,DMG; XDMG,true,true,,pending,
Ring of Psychic Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Radiant Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Regeneration,item,DMG; XDMG,true,true,,pending,
Ring of Resistance,itemGroup,XDMG,false,true,,pending,
Ring of Shooting Stars,item,DMG; XDMG,true,true,,pending,
Ring of Spell Storing,item,DMG; XDMG,true,true,,pending,
Ring of Spell Turning,item,DMG; XDMG,true,true,,pending,
Ring of Swimming,item,DMG; XDMG,true,true,,pending,
Ring of Telekinesis,item,DMG; XDMG,true,true,,pending,
Ring of the Ram,item,DMG; XDMG,true,true,,pending,
Ring of Three Wishes,item,DMG; XDMG,true,true,,pending,
Ring of Thunder Resistance,item,DMG; XDMG,true,true,,pending,
Ring of Warmth,item,DMG; XDMG,true,true,,pending,
Ring of Water Elemental Command,item,DMG,true,false,,pending,
Ring of Water Walking,item,DMG; XDMG,true,true,,pending,
Ring of X-ray Vision,item,DMG; XDMG,true,true,,pending,
Ritual,variantrule,XPHB,false,true,,pending,
Ritual Adept,classFeature,XPHB,false,true,,pending,
Robe,item,XPHB,false,true,,pending,
Robe of Eyes,item,DMG; XDMG,true,true,,pending,
Robe of Scintillating Colors,item,DMG; XDMG,true,true,,pending,
Robe of Stars,item,DMG; XDMG,true,true,,pending,
Robe of the Archmagi,item,DMG; XDMG,true,true,,pending,
Robe of Useful Items,item,DMG; XDMG,true,true,,pending,
Robes,item,PHB,true,false,,pending,
Roc,monster,MM; XMM,true,true,,pending,
Rock,subrace,PHB,true,false,,pending,
Rod,baseitem,PHB; XPHB,true,true,,pending,
Rod of Absorption,item,DMG; XDMG,true,true,,pending,
Rod of Alertness,item,DMG; XDMG,true,true,,pending,
Rod of Lordly Might,item,DMG; XDMG,true,true,,pending,
Rod of Resurrection,item,XDMG,false,true,,pending,
Rod of Rulership,item,DMG; XDMG,true,true,,pending,
Rod of Security,item,DMG; XDMG,true,true,,pending,
Rogue,card; class,DMG; PHB; XDMG; XPHB,true,true,,pending,
Rogue Subclass,classFeature,XPHB,false,true,,pending,
Roguish Archetype,classFeature,PHB,true,false,,pending,
Roguish Archetype feature,classFeature,PHB,true,false,,pending,
Rolling Sphere,trap,DMG,true,false,,pending,
Rolling Stone,trap,XDMG,false,true,,pending,
Rope,item,XPHB,false,true,,pending,
Rope of Climbing,item,DMG; XDMG,true,true,,pending,
Rope of Entanglement,item,DMG; XDMG,true,true,,pending,
Rope Trick,spell,PHB; XPHB,true,true,,pending,
Roper,monster,MM; XMM,true,true,,pending,
Round Down,variantrule,XPHB,false,true,,pending,
Roving,classFeature,XPHB,false,true,,pending,
Rowboat,item,DMG; XPHB,true,true,,pending,
Rug of Smothering,monster,MM,true,false,,pending,
Ruin,card,DMG; XDMG,true,true,,pending,
Rust Monster,monster,MM; XMM,true,true,,pending,
Saber-Toothed Tiger,monster,MM; XMM,true,true,,pending,
Sack,item,PHB; XPHB,true,true,,pending,
Sacred Flame,spell,PHB; XPHB,true,true,,pending,
Sacred Oath,classFeature,PHB,true,false,,pending,
Sacred Oath feature,classFeature,PHB,true,false,,pending,
Sacred Weapon,subclassFeature,PHB; XPHB,true,true,,pending,
Saddlebags,item,PHB,true,false,,pending,
Saffron,item,PHB; XDMG,true,true,,pending,
Sage,background; card,XDMG; XPHB,false,true,,pending,
Sahuagin,monster,MM,true,false,,pending,
Sahuagin Warrior,monster,XMM,false,true,,pending,
Sailing Ship,item,DMG; XPHB,true,true,,pending,
Salamander,monster,MM; XMM,true,true,,pending,
Salt,item,PHB; XDMG,true,true,,pending,
Sanctuary,spell,PHB; XPHB,true,true,,pending,
Sap,itemMastery,XPHB,false,true,,pending,
Satyr,monster,MM; XMM,true,true,,pending,
Savage Attacker,feat,XPHB,false,true,,pending,
Save,variantrule,XPHB,false,true,,pending,
Saving Throw,variantrule,XPHB,false,true,,pending,
Scale Mail,baseitem,PHB; XPHB,true,true,,pending,
Scarab of Protection,item,DMG; XDMG,true,true,,pending,
Scholar,classFeature,XPHB,false,true,,pending,
Scholar's Pack,item,PHB; XPHB,true,true,,pending,
School of Evocation,subclass; subclassFeature,PHB,true,false,,pending,
Scimitar,baseitem,PHB; XPHB,true,true,,pending,
Scimitar of Speed,item,DMG; XDMG,true,true,,pending,
Scorching Ray,spell,PHB; XPHB,true,true,,pending,
Scorpion,monster,MM; XMM,true,true,,pending,
Scout,monster,MM; XMM,true,true,,pending,
Scrying,spell,PHB; XPHB,true,true,,pending,
Sculpt Spells,subclassFeature,PHB; XPHB,true,true,,pending,
Sculptor of Flesh,optionalfeature,PHB,true,false,,pending,
Sea Hag,monster,MM; XMM,true,true,,pending,
Sea Horse,monster,MM,true,false,,pending,
Seahorse,monster,XMM,false,true,,pending,
Sealing Wax,item,PHB,true,false,,pending,
Sear Undead,classFeature,XPHB,false,true,,pending,
Search,action,PHB; XPHB,true,true,,pending,
Searing Smite,spell,XPHB,false,true,,pending,
Second Wind,classFeature,PHB; XPHB,true,true,,pending,
Second-Story Work,subclassFeature,PHB; XPHB,true,true,,pending,
See Invisibility,spell,PHB; XPHB,true,true,,pending,
Seeming,spell,PHB; XPHB,true,true,,pending,
Self-Restoration,classFeature,XPHB,false,true,,pending,
Sending,spell,PHB; XPHB,true,true,,pending,
Sending Stones,item,XDMG,false,true,,pending,
Sentinel Shield,item,XDMG,false,true,,pending,
Sequester,spell,PHB; XPHB,true,true,,pending,
Serpent Venom,item,DMG; XDMG,true,true,,pending,
Set,deity,PHB,true,false,,pending,
Sewer Plague,disease,DMG; XDMG,true,true,,pending,
Shadow,monster,MM; XMM,true,true,,pending,
Shambling Mound,monster,MM; XMM,true,true,,pending,
Shape-Shifting,variantrule,XPHB,false,true,,pending,
Shapechange,spell,PHB; XPHB,true,true,,pending,
Shatter,spell,PHB; XPHB,true,true,,pending,
Shawm,baseitem,PHB; XPHB,true,true,,pending,
Sheep,item,PHB; XDMG,true,true,,pending,
Shield,baseitem; spell,PHB; XPHB,true,true,,pending,
Shield Guardian,monster,MM; XMM,true,true,,pending,
Shield of Faith,spell,PHB; XPHB,true,true,,pending,
Shield of Missile Attraction,item,DMG; XDMG,true,true,,pending,
Shield of the Cavalier,item,XDMG,false,true,,pending,
Shillelagh,spell,PHB; XPHB,true,true,,pending,
Shining Smite,spell,XPHB,false,true,,pending,
Shocking Grasp,spell,PHB; XPHB,true,true,,pending,
Short Rest,variantrule,XPHB,false,true,,pending,
Shortbow,baseitem,PHB; XPHB,true,true,,pending,
Shortsword,baseitem,PHB; XPHB,true,true,,pending,
Shove,action,PHB,true,false,,pending,
Shovel,item,PHB; XPHB,true,true,,pending,
Shrieker,monster,MM,true,false,,pending,
Shrieker Fungus,monster,XMM,false,true,,pending,
Sickle,baseitem,PHB; XPHB,true,true,,pending,
Sight Rot,disease,DMG; XDMG,true,true,,pending,
Sign of Ill Omen,optionalfeature,PHB,true,false,,pending,
Signal Whistle,item,PHB; XPHB,true,true,,pending,
Signature Spells,classFeature,PHB; XPHB,true,true,,pending,
Signet Ring,item,PHB,true,false,,pending,
Silence,spell,PHB; XPHB,true,true,,pending,
Silent Image,spell,PHB; XPHB,true,true,,pending,
Silk,item,XDMG,false,true,,pending,
Silk (1 sq. yd.),item,PHB,true,false,,pending,
Silk Rope (50 feet),item,PHB,true,false,,pending,
Silvanus,deity,PHB,true,false,,pending,
Silver,item,PHB; XDMG,true,true,,pending,
Silver Dragon Scale Mail,item,DMG; XDMG,true,true,,pending,
Silver Dragon Wyrmling,monster,MM; XMM,true,true,,pending,
Simulacrum,spell,PHB; XPHB,true,true,,pending,
Simultaneous Effects,variantrule,XPHB,false,true,,pending,
Size,variantrule,XPHB,false,true,,pending,
Skeleton,monster,MM; XMM,true,true,,pending,
Skill,variantrule,XPHB,false,true,,pending,
Skilled,feat,XPHB,false,true,,pending,
Skull,card,DMG; XDMG,true,true,,pending,
Sled,item,PHB; XPHB,true,true,,pending,
Sledgehammer,item,PHB,true,false,,pending,
Sleep,spell,PHB; XPHB,true,true,,pending,
Sleet Storm,spell,PHB; XPHB,true,true,,pending,
Sleight of Hand,skill,PHB; XPHB,true,true,,pending,
Sling,baseitem,PHB; XPHB,true,true,,pending,
Sling Bullet,baseitem,PHB; XPHB,true,true,,pending,
Sling Bullets (20),baseitem,PHB; XPHB,true,true,,pending,
Slippers of Spider Climbing,item,DMG; XDMG,true,true,,pending,
Slippery Mind,classFeature,PHB; XPHB,true,true,,pending,
Slow,itemMastery; spell,PHB; XPHB,true,true,,pending,
Slow Fall,classFeature,PHB; XPHB,true,true,,pending,
Smite of Protection,subclassFeature,XPHB,false,true,,pending,
Smith's Tools,baseitem,PHB; XPHB,true,true,,pending,
Sneak Attack,classFeature,PHB; XPHB,true,true,,pending,
Soap,item,PHB,true,false,,pending,
Sobek,deity,PHB,true,false,,pending,
Solar,monster,MM; XMM,true,true,,pending,
Soldier,background,XPHB,false,true,,pending,
Song of Rest (d10),classFeature,PHB,true,false,,pending,
Song of Rest (d12),classFeature,PHB,true,false,,pending,
Song of Rest (d6),classFeature,PHB,true,false,,pending,
Song of Rest (d8),classFeature,PHB,true,false,,pending,
Sorcerer,class,PHB; XPHB,true,true,,pending,
Sorcerer Subclass,classFeature,XPHB,false,true,,pending,
Sorcerous Burst,spell,XPHB,false,true,,pending,
Sorcerous Origin,classFeature,PHB,true,false,,pending,
Sorcerous Origin feature,classFeature,PHB,true,false,,pending,
Sorcerous Restoration,classFeature,PHB; XPHB,true,true,,pending,
Sorcery Incarnate,classFeature,XPHB,false,true,,pending,
Sorcery Points,classFeature,PHB,true,false,,pending,
Sovereign Glue,item,DMG; XDMG,true,true,,pending,
Spare the Dying,spell,PHB; XPHB,true,true,,pending,
Speak with Animals,spell,PHB; XPHB,true,true,,pending,
Speak with Dead,spell,PHB; XPHB,true,true,,pending,
Speak with Plants,spell,PHB; XPHB,true,true,,pending,
Spear,baseitem,PHB; XPHB,true,true,,pending,
Specter,monster,MM; XMM,true,true,,pending,
Speed,variantrule,XPHB,false,true,,pending,
Spell,variantrule,XPHB,false,true,,pending,
Spell Attack,variantrule,XPHB,false,true,,pending,
Spell Mastery,classFeature,PHB; XPHB,true,true,,pending,
Spell Scroll,itemGroup,XDMG,false,true,,pending,
Spell Scroll (1st Level),item,DMG,true,false,,pending,
Spell Scroll (2nd Level),item,DMG,true,false,,pending,
Spell Scroll (3rd Level),item,DMG,true,false,,pending,
Spell Scroll (4th Level),item,DMG,true,false,,pending,
Spell Scroll (5th Level),item,DMG,true,false,,pending,
Spell Scroll (6th Level),item,DMG,true,false,,pending,
Spell Scroll (7th Level),item,DMG,true,false,,pending,
Spell Scroll (8th Level),item,DMG,true,false,,pending,
Spell Scroll (9th Level),item,DMG,true,false,,pending,
Spell Scroll (Cantrip),item,DMG; XDMG,true,true,,pending,
Spell Scroll (Level 1),item,XDMG,false,true,,pending,
Spell Scroll (Level 2),item,XDMG,false,true,,pending,
Spell Scroll (Level 3),item,XDMG,false,true,,pending,
Spell Scroll (Level 4),item,XDMG,false,true,,pending,
Spell Scroll (Level 5),item,XDMG,false,true,,pending,
Spell Scroll (Level 6),item,XDMG,false,true,,pending,
Spell Scroll (Level 7),item,XDMG,false,true,,pending,
Spell Scroll (Level 8),item,XDMG,false,true,,pending,
Spell Scroll (Level 9),item,XDMG,false,true,,pending,
Spellbook,item,PHB,true,false,,pending,
Spellcasting,classFeature,PHB; XPHB,true,true,,pending,
Spellcasting Focus,variantrule,XPHB,false,true,,pending,
Spellguard Shield,item,DMG; XDMG,true,true,,pending,
Sphere [Area of Effect],variantrule,XPHB,false,true,,pending,
Sphere of Annihilation,item; trap,DMG; XDMG,true,true,,pending,
Sphinx of Lore,monster,XMM,false,true,,pending,
Sphinx of Valor,monster,XMM,false,true,,pending,
Sphinx of Wonder,monster,XMM,false,true,,pending,
Spider,monster,MM; XMM,true,true,,pending,
Spider Climb,spell,PHB; XPHB,true,true,,pending,
Spike Growth,spell,PHB; XPHB,true,true,,pending,
Spiked Pit,trap,XDMG,false,true,,pending,
Spirit Guardians,spell,PHB; XPHB,true,true,,pending,
Spirit Naga,monster,MM; XMM,true,true,,pending,
Spiritual Weapon,spell,PHB; XPHB,true,true,,pending,
Splint Armor,baseitem,PHB; XPHB,true,true,,pending,
Sprig of Mistletoe,item,PHB; XPHB,true,true,,pending,
Sprite,monster,MM; XMM,true,true,,pending,
Spy,monster,MM; XMM,true,true,,pending,
Spyglass,item,PHB; XPHB,true,true,,pending,
Stabilize a Creature,action,PHB,true,false,,pending,
Stable,variantrule,XPHB,false,true,,pending,
Stabling (per day),item,PHB; XPHB,true,true,,pending,
Staff,baseitem,PHB; XPHB,true,true,,pending,
Staff of Charming,item,DMG; XDMG,true,true,,pending,
Staff of Fire,item,DMG; XDMG,true,true,,pending,
Staff of Frost,item,DMG; XDMG,true,true,,pending,
Staff of Healing,item,DMG; XDMG,true,true,,pending,
Staff of Power,item,DMG; XDMG,true,true,,pending,
Staff of Striking,item,DMG; XDMG,true,true,,pending,
Staff of Swarming Insects,item,DMG; XDMG,true,true,,pending,
Staff of the Magi,item,DMG; XDMG,true,true,,pending,
Staff of the Python,item,DMG; XDMG,true,true,,pending,
Staff of the Woodlands,item,DMG; XDMG,true,true,,pending,
Staff of Thunder and Lightning,item,DMG; XDMG,true,true,,pending,
Staff of Withering,item,DMG; XDMG,true,true,,pending,
Stand Against the Tide,subclassFeature,PHB,true,false,,pending,
Star,card,DMG; XDMG,true,true,,pending,
Starry Wisp,spell,XPHB,false,true,,pending,
Stat Block,variantrule,XPHB,false,true,,pending,
Steady Aim,classFeature,XPHB,false,true,,pending,
Stealth,skill,PHB; XPHB,true,true,,pending,
Steam Mephit,monster,MM; XMM,true,true,,pending,
Steel Mirror,item,PHB,true,false,,pending,
Steel Will,subclassFeature,PHB,true,false,,pending,
Step of the Wind,classFeature,PHB; XPHB,true,true,,pending,
Stillness of Mind,classFeature,PHB,true,false,,pending,
Stinking Cloud,spell,PHB; XPHB,true,true,,pending,
Stirge,monster,MM; XMM,true,true,,pending,
Stone Giant,monster,MM; XMM,true,true,,pending,
Stone Golem,monster,MM; XMM,true,true,,pending,
Stone of Controlling Earth Elementals,item,DMG; XDMG,true,true,,pending,
Stone of Good Luck,item,DMG; XDMG,true,true,,pending,
Stone Shape,spell,PHB; XPHB,true,true,,pending,
Stoneskin,spell,PHB; XPHB,true,true,,pending,
Storm Giant,monster,MM; XMM,true,true,,pending,
Storm of Vengeance,spell,PHB; XPHB,true,true,,pending,
Stroke of Luck,classFeature,PHB; XPHB,true,true,,pending,
Studded Leather Armor,baseitem,PHB; XPHB,true,true,,pending,
Studied Attacks,classFeature,XPHB,false,true,,pending,
Stunned,condition,PHB; XPHB,true,true,,pending,
Stunning Strike,classFeature,PHB; XPHB,true,true,,pending,
Subclass Feature,classFeature,XPHB,false,true,,pending,
Subtle Spell,optionalfeature,PHB; XPHB,true,true,,pending,
Succubus,monster,MM; XMM,true,true,,pending,
Succubus/Incubus,card,DMG,true,false,,pending,
Suggestion,spell,PHB; XPHB,true,true,,pending,
Summon Dragon,spell,XPHB,false,true,,pending,
Sun,card,DMG; XDMG,true,true,,pending,
Sun Blade,item,DMG; XDMG,true,true,,pending,
Sunbeam,spell,PHB; XPHB,true,true,,pending,
Sunburst,spell,PHB; XPHB,true,true,,pending,
Superior Critical,subclassFeature,PHB; XPHB,true,true,,pending,
Superior Defense,classFeature,XPHB,false,true,,pending,
Superior Hunter's Defense,subclassFeature,PHB; XPHB,true,true,,pending,
Superior Hunter's Prey,subclassFeature,XPHB,false,true,,pending,
Superior Inspiration,classFeature,PHB; XPHB,true,true,,pending,
Supreme Healing,subclassFeature,PHB; XPHB,true,true,,pending,
Supreme Sneak,subclassFeature,PHB; XPHB,true,true,,pending,
Surprised,status,PHB; XPHB,true,true,,pending,
Survival,skill,PHB; XPHB,true,true,,pending,
Survivor,subclassFeature,PHB; XPHB,true,true,,pending,
Swarm of Bats,monster,MM; XMM,true,true,,pending,
Swarm of Beetles,monster,MM,true,false,,pending,
Swarm of Centipedes,monster,MM,true,false,,pending,
Swarm of Crawling Claws,monster,XMM,false,true,,pending,
Swarm of Insects,monster,MM; XMM,true,true,,pending,
Swarm of Piranhas,monster,XMM,false,true,,pending,
Swarm of Poisonous Snakes,monster,MM,true,false,,pending,
Swarm of Quippers,monster,MM,true,false,,pending,
Swarm of Rats,monster,MM; XMM,true,true,,pending,
Swarm of Ravens,monster,MM; XMM,true,true,,pending,
Swarm of Spiders,monster,MM,true,false,,pending,
Swarm of Venomous Snakes,monster,XMM,false,true,,pending,
Swarm of Wasps,monster,MM,true,false,,pending,
Swim Speed,variantrule,XPHB,false,true,,pending,
Swimming,variantrule,XPHB,false,true,,pending,
Sylvan,language,PHB; XPHB,true,true,,pending,
Symbol,spell,PHB; XPHB,true,true,,pending,
Tactical Master,classFeature,XPHB,false,true,,pending,
Tactical Mind,classFeature,XPHB,false,true,,pending,
Tactical Shift,classFeature,XPHB,false,true,,pending,
Talisman of Pure Good,item,DMG; XDMG,true,true,,pending,
Talisman of the Sphere,item,DMG; XDMG,true,true,,pending,
Talisman of Ultimate Evil,item,DMG; XDMG,true,true,,pending,
Talons,card,DMG; XDMG,true,true,,pending,
Tankard,item,PHB,true,false,,pending,
Target,variantrule,XPHB,false,true,,pending,
Tarrasque,monster,MM; XMM,true,true,,pending,
Tasha's Hideous Laughter,spell,PHB; XPHB,true,true,,pending,
Telekinesis,spell,PHB; XPHB,true,true,,pending,
Telepathy,variantrule,XPHB,false,true,,pending,
Teleport,spell,PHB; XPHB,true,true,,pending,
Teleportation,variantrule,XPHB,false,true,,pending,
Teleportation Circle,spell,PHB; XPHB,true,true,,pending,
Temporary Hit Points,variantrule,XPHB,false,true,,pending,
Tenets of Devotion,subclassFeature,PHB,true,false,,pending,
Tenser's Floating Disk,spell,PHB; XPHB,true,true,,pending,
Tent,item,XPHB,false,true,,pending,
Thaumaturge,classFeature,XPHB,false,true,,pending,
Thaumaturgy,spell,PHB; XPHB,true,true,,pending,
The Daghdha,deity,PHB,true,false,,pending,
The Fates,card,DMG,true,false,,pending,
The Fiend,subclass; subclassFeature,PHB,true,false,,pending,
The Void,card,DMG,true,false,,pending,
Thief,subclass; subclassFeature,PHB; XPHB,true,true,,pending,
Thief of Five Fates,optionalfeature,PHB,true,false,,pending,
Thief's Reflexes,subclassFeature,PHB; XPHB,true,true,,pending,
Thieves' Cant,classFeature; language,PHB; XPHB,true,true,,pending,
Thieves' Tools,item,PHB; XPHB,true,true,,pending,
Thirsting Blade,optionalfeature,PHB; XPHB,true,true,,pending,
Thoth,deity,PHB,true,false,,pending,
Three Extra Attacks,classFeature,XPHB,false,true,,pending,
Throne,card,DMG; XDMG,true,true,,pending,
Thug,monster,MM,true,false,,pending,
Thunderous Greatclub,item,XDMG,false,true,,pending,
Thunderwave,spell,PHB; XPHB,true,true,,pending,
Tiefling,race,PHB; XPHB,true,true,,pending,
Tiger,monster,MM; XMM,true,true,,pending,
Time Stop,spell,PHB; XPHB,true,true,,pending,
Timeless Body,classFeature,PHB,true,false,,pending,
Tinderbox,item,PHB; XPHB,true,true,,pending,
Tinker's Tools,baseitem,PHB; XPHB,true,true,,pending,
Tireless,classFeature,XPHB,false,true,,pending,
Tome of Clear Thought,item,DMG; XDMG,true,true,,pending,
Tome of Leadership and Influence,item,DMG; XDMG,true,true,,pending,
Tome of Understanding,item,DMG; XDMG,true,true,,pending,
Tongue of the Sun and Moon,classFeature,PHB,true,false,,pending,
Tongues,spell,PHB; XPHB,true,true,,pending,
Topple,itemMastery,XPHB,false,true,,pending,
Torch,item,PHB; XPHB,true,true,,pending,
Torpor,item,DMG; XDMG,true,true,,pending,
Totem,item,PHB,true,false,,pending,
Tough,monster,XMM,false,true,,pending,
Tough Boss,monster,XMM,false,true,,pending,
Trade Goods,entries,,true,false,,pending,
Tranquility,subclassFeature,PHB,true,false,,pending,
Transport via Plants,spell,PHB; XPHB,true,true,,pending,
Traveler's Clothes,item,PHB; XPHB,true,true,,pending,
Treant,monster,MM; XMM,true,true,,pending,
Tree Stride,spell,PHB; XPHB,true,true,,pending,
Tremorsense,sense,MM; XPHB,true,true,,pending,
Tribal Warrior,monster,MM,true,false,,pending,
Triceratops,monster,MM; XMM,true,true,,pending,
Trident,baseitem,PHB; XPHB,true,true,,pending,
Trident of Fish Command,item,DMG; XDMG,true,true,,pending,
Trip (Cost: 1d6),classFeature,XPHB,false,true,,pending,
Troll,card; monster,DMG; MM; XMM,true,true,,pending,
Troll Limb,monster,XMM,false,true,,pending,
True Polymorph,spell,PHB; XPHB,true,true,,pending,
True Resurrection,spell,PHB; XPHB,true,true,,pending,
True Seeing,spell,PHB; XPHB,true,true,,pending,
True Strike,spell,PHB; XPHB,true,true,,pending,
Truesight,sense,PHB; XPHB,true,true,,pending,
Truth Serum,item,DMG; XDMG,true,true,,pending,
Tsunami,spell,XPHB,false,true,,pending,
Turn the Unholy,subclassFeature,PHB,true,false,,pending,
Turn Undead,classFeature,XPHB,false,true,,pending,
Twinned Spell,optionalfeature,PHB; XPHB,true,true,,pending,
Two Extra Attacks,classFeature,XPHB,false,true,,pending,
Two-Person Tent,item,PHB,true,false,,pending,
Two-Weapon Fighting,action; feat; optionalfeature,PHB; XPHB,true,true,,pending,
Tyche,deity,PHB,true,false,,pending,
Tyrannosaurus Rex,monster,MM; XMM,true,true,,pending,
Unarmed Strike,variantrule,XPHB,false,true,,pending,
Unarmored Defense,classFeature,PHB; XPHB,true,true,,pending,
Unarmored Movement,classFeature,PHB; XPHB,true,true,,pending,
Unarmored Movement improvement,classFeature,PHB,true,false,,pending,
Uncanny Dodge,classFeature; subclassFeature,PHB; XPHB,true,true,,pending,
Uncanny Metabolism,classFeature,XPHB,false,true,,pending,
Unconscious,condition,PHB; XPHB,true,true,,pending,
Undercommon,language,PHB; XPHB,true,true,,pending,
Unicorn,monster,MM; XMM,true,true,,pending,
Universal Solvent,item,DMG; XDMG,true,true,,pending,
Unoccupied Space,variantrule,XPHB,false,true,,pending,
Unseen Servant,spell,PHB; XPHB,true,true,,pending,
Use an Object,action,PHB,true,false,,pending,
Use Magic Device,subclassFeature,PHB; XPHB,true,true,,pending,
Utilize,action,XPHB,false,true,,pending,
Vampire,monster,MM; XMM,true,true,,pending,
Vampire Familiar,monster,XMM,false,true,,pending,
Vampire Spawn,monster,MM; XMM,true,true,,pending,
Vampiric Touch,spell,PHB; XPHB,true,true,,pending,
Vanish,classFeature,PHB,true,false,,pending,
Venomous Snake,monster,XMM,false,true,,pending,
Veteran,card; monster,DMG; MM,true,false,,pending,
Vex,itemMastery,XPHB,false,true,,pending,
Vial,item,PHB; XPHB,true,true,,pending,
Vicious Mockery,spell,PHB; XPHB,true,true,,pending,
Viol,baseitem,PHB; XPHB,true,true,,pending,
Violet Fungus,monster,MM; XMM,true,true,,pending,
Visions of Distant Realms,optionalfeature,PHB; XPHB,true,true,,pending,
Vitriolic Sphere,spell,XPHB,false,true,,pending,
Vizier,card,DMG,true,false,,pending,
Voice of the Chain Master,optionalfeature,PHB,true,false,,pending,
Void,card,XDMG,false,true,,pending,
Volley,subclassFeature,PHB,true,false,,pending,
Vrock,monster,MM; XMM,true,true,,pending,
Vulnerability,variantrule,XPHB,false,true,,pending,
Vulture,monster,MM; XMM,true,true,,pending,
Wagon,item,PHB; XPHB,true,true,,pending,
Wall of Fire,spell,PHB; XPHB,true,true,,pending,
Wall of Force,spell,PHB; XPHB,true,true,,pending,
Wall of Ice,spell,PHB; XPHB,true,true,,pending,
Wall of Stone,spell,PHB; XPHB,true,true,,pending,
Wall of Thorns,spell,PHB; XPHB,true,true,,pending,
Wand,baseitem,PHB; XPHB,true,true,,pending,
Wand of Binding,item,DMG; XDMG,true,true,,pending,
Wand of Enemy Detection,item,DMG; XDMG,true,true,,pending,
Wand of Fear,item,DMG; XDMG,true,true,,pending,
Wand of Fireballs,item,DMG; XDMG,true,true,,pending,
Wand of Lightning Bolts,item,DMG; XDMG,true,true,,pending,
Wand of Magic Detection,item,DMG; XDMG,true,true,,pending,
