english,zh_tw,category,status,source_paths
Teleportation Circle,傳送法陣,heading-label,existing-site,data/6/entries/6/entries/3/entries/25/entries/13
The Abbot,修道院長,heading-label,existing-site,data/21/entries/3/entries/0
The Abbot's Traits,修道院長的特質,heading-label,project-proposed,data/21/entries/3/entries/0/entries/2
The Baron,男爵,heading-label,project-proposed,data/6/entries/6/entries/3/entries/4/entries/1
The Baroness,男爵夫人,heading-label,project-proposed,data/6/entries/6/entries/3/entries/4/entries/2
The Baronet,小男爵,heading-label,project-proposed,data/6/entries/6/entries/3/entries/4/entries/3
The Cult Is Appeased,邪教徒的要求被滿足,heading-label,project-proposed,data/19/entries/5/entries/1
The Cult Is Denied,邪教徒的要求被拒絕,heading-label,project-proposed,data/19/entries/5/entries/2
The Dancing Fire,舞動之焰,heading-label,project-proposed,data/2/entries/3/entries/9/entries/0
The Devil Strahd,魔鬼施特拉德,heading-label,project-proposed,data/3/entries/11/entries/1
The Great Vampire Hunt,對大吸血鬼的獵殺,heading-label,existing-site,data/21/entries/3/entries/5/entries/1/entries/4
The Hanged One,吊死鬼,heading-label,project-proposed,data/3/entries/14/entries/7/entries/5
The Heart,心,heading-label,project-proposed,data/5/entries/6/entries/17/entries/4
The Land of Barovia,巴洛維亞各地區,heading-label,project-proposed,data/3/entries/11/entries/2;data/3/entries/12/entries/6/entries/2
The Lands of Barovia: Common Features,巴洛維亞各地區：共同特徵,heading-label,project-proposed,data/3/entries/14/entries/3/entries/6
The Mad Mage's Mansion,瘋法師的宅邸,heading-label,project-proposed,data/3/entries/14/entries/14/entries/8
The Martikov Family,馬可夫家族,heading-label,project-proposed,data/13/entries/13/entries/5
The Megaliths,巨石陣,heading-label,project-proposed,data/7/entries/8
The Mists,迷霧,heading-label,project-proposed,data/19/entries/3/entries/7
The Order of the Silver Dragon,銀龍騎士團,heading-label,project-proposed,data/8/entries/7
The Rise of Ismark,伊斯馬克的崛起,heading-label,project-proposed,data/17/entries/3/entries/6/entries/2
The Unknown,未知,heading-label,project-proposed,data/1/entries/5/entries/2
The Vampire's History,吸血鬼的歷史,heading-label,project-proposed,data/2/entries/1/entries/1
The Vampire's Minions,吸血鬼的爪牙,heading-label,existing-site,data/21/entries/5/entries/2/entries/3
The Waiting Game,伺機而動,heading-label,existing-site,data/21/entries/5/entries/1/entries/1/entries/1
Thing of Evil,邪惡之物,heading-label,existing-site,data/21/entries/3/entries/1/entries/5/entries/1
Thing on the Table,桌上的物品,heading-label,project-proposed,data/9/entries/5/entries/24/entries/8
Tome of Strahd,施特拉德手記,heading-label,existing-site,data/20/entries/1
Tormented Spirit,受折磨的精魄,heading-label,project-proposed,data/5/entries/8/entries/11/entries/2
Town Gates,城門,heading-label,project-proposed,data/6/entries/5/entries/4
Townsfolk,鎮民,heading-label,project-proposed,data/6/entries/5/entries/5/entries/3
Trapdoor,活板門,heading-label,project-proposed,data/19/entries/4/entries/4/entries/3
Travel Through the Mists,穿越迷霧旅行,heading-label,project-proposed,data/16/entries/8
Treasure,寶藏,heading-label,existing-site,data/3/entries/13/entries/0/entries/25/entries/2;data/3/entries/14/entries/8/entries/9;data/5/entries/4/entries/3/entries/17/entries/2;data/5/entries/4/entries/3/entries/18/entries/2;data/5/entries/6/entries/11/entries/3;data/5/entries/7/entries/8/entries/8;data/5/entries/7/entries/12/entries/4;data/5/entries/8/entries/4/entries/10;data/5/entries/8/entries/5/entries/5;data/5/entries/8/entries/9/entries/4;data/5/entries/9/entries/5/entries/6;data/5/entries/9/entries/12/entries/9;data/5/entries/9/entries/16/entries/4;data/5/entries/10/entries/14/entries/2;data/5/entries/11/entries/2/entries/6/entries/1;data/5/entries/11/entries/2/entries/7/entries/2;data/5/entries/11/entries/2/entries/8/entries/2;data/5/entries/11/entries/2/entries/13/entries/2;data/5/entries/11/entries/3/entries/4/entries/1;data/5/entries/11/entries/12/entries/3;data/5/entries/11/entries/13/entries/14/entries/6;data/5/entries/11/entries/13/entries/18/entries/3;data/5/entries/11/entries/13/entries/19/entries/3;data/5/entries/11/entries/13/entries/20/entries/3;data/5/entries/11/entries/13/entries/24/entries/3;data/5/entries/11/entries/13/entries/30/entries/6;data/5/entries/11/entries/13/entries/31/entries/3;data/5/entries/11/entries/13/entries/37/entries/3;data/5/entries/11/entries/13/entries/38/entries/4;data/5/entries/11/entries/13/entries/39/entries/3;data/5/entries/11/entries/13/entries/40/entries/3;data/5/entries/11/entries/13/entries/44/entries/4;data/5/entries/11/entries/13/entries/45/entries/3;data/5/entries/11/entries/13/entries/47/entries/4;data/5/entries/11/entries/14/entries/4;data/5/entries/11/entries/15/entries/6;data/6/entries/6/entries/2/entries/15/entries/3;data/6/entries/6/entries/2/entries/24/entries/4;data/6/entries/6/entries/3/entries/8/entries/2;data/6/entries/6/entries/3/entries/16/entries/7;data/6/entries/6/entries/3/entries/25/entries/14;data/6/entries/6/entries/4/entries/14/entries/2;data/6/entries/6/entries/4/entries/21/entries/2;data/6/entries/6/entries/5/entries/3;data/6/entries/6/entries/6/entries/12/entries/2;data/6/entries/6/entries/9/entries/5/entries/6;data/6/entries/6/entries/9/entries/10/entries/3;data/6/entries/6/entries/9/entries/14/entries/2;data/7/entries/7/entries/3/entries/6;data/8/entries/9/entries/29/entries/2;data/8/entries/9/entries/37/entries/6;data/9/entries/5/entries/20/entries/10;data/9/entries/5/entries/22/entries/11/entries/7;data/9/entries/5/entries/23/entries/3;data/11/entries/7/entries/4/entries/6;data/12/entries/7/entries/1/entries/7;data/13/entries/15/entries/17/entries/3;data/13/entries/15/entries/18/entries/8;data/14/entries/8/entries/7/entries/3;data/14/entries/8/entries/11/entries/2;data/14/entries/8/entries/18/entries/7;data/14/entries/8/entries/27/entries/4;data/14/entries/8/entries/30/entries/3;data/14/entries/8/entries/32/entries/5;data/14/entries/8/entries/37/entries/8;data/14/entries/8/entries/46/entries/2;data/14/entries/8/entries/50/entries/2;data/14/entries/8/entries/52/entries/7;data/15/entries/3/entries/5/entries/5;data/15/entries/4/entries/2/entries/3;data/16/entries/10/entries/5/entries/4;data/16/entries/10/entries/9/entries/6;data/19/entries/4/entries/10/entries/4;data/19/entries/4/entries/13/entries/4;data/19/entries/4/entries/26/entries/2;data/19/entries/4/entries/32/entries/4;data/19/entries/4/entries/35/entries/2;data/19/entries/4/entries/37/entries/2
Treasure Locations,寶藏位置,heading-label,project-proposed,data/2/entries/2/entries/7
Trinket,飾品,heading-label,existing-site,data/3/entries/13/entries/0/entries/24;data/5/entries/4/entries/3/entries/14
Turn Ireena Kolyana,轉化伊莉娜·考利安娜,heading-label,project-proposed,data/2/entries/1/entries/2/entries/1
"Tyger, Tyger",老虎，老虎,heading-label,project-proposed,data/6/entries/7/entries/2
U. Ruins of Berez,U.柏瑞茲廢墟,heading-label,project-proposed,data/3/entries/14/entries/22
U1. Abandoned Cottages,U1. 廢棄的小屋,heading-label,project-proposed,data/11/entries/7/entries/2
U2. Ulrich Mansion,U2.烏爾裡希的宅邸,heading-label,project-proposed,data/11/entries/7/entries/3
U3. Baba Lysaga's Hut,U3.芭芭·萊薩迦的小屋,heading-label,project-proposed,data/11/entries/7/entries/4
U4. Churchyard,U4. 教堂墓地,heading-label,project-proposed,data/11/entries/7/entries/5
U5. Marina's Monument,U5.瑪莉娜的紀念碑,heading-label,project-proposed,data/11/entries/7/entries/6
U6. Standing Stones,U6.柱石,heading-label,project-proposed,data/11/entries/7/entries/7
Undead Nature,不死本質,heading-label,existing-site,data/21/entries/4/entries/4/entries/1/entries/3;data/21/entries/5/entries/3/entries/1/entries/1
Unseen Servant,隱形僕役,heading-label,existing-site,data/5/entries/4/entries/3/entries/15
Using Regular Playing Cards,使用普通撲克牌,heading-label,project-proposed,data/2/entries/2/entries/5
V. Van Richten's Tower,V.範·裡希騰之塔,heading-label,project-proposed,data/3/entries/14/entries/23
V1. Ezmerelda's Magic Wagon,V1.艾絲美拉達的魔法馬車,heading-label,project-proposed,data/12/entries/7/entries/1
V2. Tower Door,V2. 塔樓門,heading-label,project-proposed,data/12/entries/7/entries/2
V3. Rickety Scaffolding,V3. 搖搖欲墜的腳手架,heading-label,project-proposed,data/12/entries/7/entries/3
"V4. Tower, First Floor",V4. 塔樓一層,heading-label,project-proposed,data/12/entries/7/entries/4
"V5. Tower, Second Floor",V5. 塔樓二層,heading-label,project-proposed,data/12/entries/7/entries/5
"V6. Tower, Third Floor",V6. 塔樓三層,heading-label,project-proposed,data/12/entries/7/entries/6
"V7. Tower, Fourth Floor",V7. 塔樓四層,heading-label,project-proposed,data/12/entries/7/entries/7
Vallaki Lore,瓦拉吉傳聞,heading-label,project-proposed,data/6/entries/5/entries/6
Vampire Hunters,吸血鬼獵人,heading-label,project-proposed,data/17/entries/3/entries/6/entries/4
Vampire Spawn,初生吸血鬼,heading-label,existing-site,data/5/entries/4/entries/3/entries/16;data/5/entries/6/entries/17/entries/4/entries/9
Van Richten's Tragic Tale,範·裡希騰的悲劇故事,heading-label,existing-site,data/21/entries/3/entries/5/entries/1/entries/1
Vault,金庫,heading-label,project-proposed,data/5/entries/11/entries/13/entries/23/entries/4
Vestibule,玄關,heading-label,project-proposed,data/12/entries/7/entries/2/entries/6
Vicious Carnivore,兇殘的肉食生物,heading-label,existing-site,data/21/entries/3/entries/4/entries/1/entries/0
Vistani,維斯塔尼,heading-label,project-proposed,data/3/entries/12;data/6/entries/6/entries/9/entries/4/entries/1
Vistani Bandits,維斯塔尼人匪徒,heading-label,project-proposed,data/3/entries/13/entries/0/entries/25
Vistani Curses,維斯塔尼詛咒,heading-label,project-proposed,data/3/entries/12/entries/7
Vistani Exodus,維斯塔尼人舉族離去,heading-label,project-proposed,data/17/entries/3/entries/6/entries/3
Vistani Lore,維斯塔尼傳聞,heading-label,project-proposed,data/3/entries/12/entries/6
Vistani Owners,維斯塔尼所有者,heading-label,project-proposed,data/4/entries/5/entries/3/entries/3/entries/2
Vistani Thugs,維斯塔尼惡棍,heading-label,project-proposed,data/5/entries/4/entries/3/entries/17
Vladimir Horngaard,弗拉基米爾·霍恩嘉德,heading-label,existing-site,data/21/entries/5/entries/4
Vladimir Horngaard's Traits,弗拉基米爾·霍恩嘉德的特質,heading-label,existing-site,data/21/entries/5/entries/4/entries/2
Von Weerg's Masterpiece,馮·魏爾格的傑作,heading-label,project-proposed,data/6/entries/6/entries/7/entries/5/entries/3
W. The Wizard of Wines,W.美酒巫師莊園,heading-label,project-proposed,data/3/entries/14/entries/24
W1. Stables,W1. 馬廄,heading-label,project-proposed,data/13/entries/15/entries/2
W10. Glassblower's Workshop,W10. 玻璃吹制工坊,heading-label,project-proposed,data/13/entries/15/entries/11
W11. Spiral Staircase,W11. 螺旋樓梯,heading-label,project-proposed,data/13/entries/15/entries/12
W12. Ramp,W12. 坡道,heading-label,project-proposed,data/13/entries/15/entries/13
W13. Back Staircase,W13.後間樓梯,heading-label,project-proposed,data/13/entries/15/entries/14
W14. Wine Cellar,W14. 酒窖,heading-label,project-proposed,data/13/entries/15/entries/15
W15. Brown Mold,W15.棕黴菌,heading-label,project-proposed,data/13/entries/15/entries/16
W16. Loading Winch,W16. 起重機,heading-label,project-proposed,data/13/entries/15/entries/17
W17. Master Bedroom,W17. 主臥室,heading-label,project-proposed,data/13/entries/15/entries/18
W18. Kitchen and Dining Room,W18. 廚房和餐廳,heading-label,project-proposed,data/13/entries/15/entries/19
W19. Sleeping Quarters,W19. 寢室,heading-label,project-proposed,data/13/entries/15/entries/20
W2. Loading Dock,W2.裝貨平臺,heading-label,project-proposed,data/13/entries/15/entries/3
W20. Printing Press,W20. 印刷間,heading-label,project-proposed,data/13/entries/15/entries/21
W3. Barrel Maker's Workshop,W3.酒桶製造間,heading-label,project-proposed,data/13/entries/15/entries/4
W4. Barrel Storage,W4.酒桶貯藏室,heading-label,project-proposed,data/13/entries/15/entries/5
W5. Veranda,W5. 露臺,heading-label,project-proposed,data/13/entries/15/entries/6
W6. Well,W6. 井,heading-label,project-proposed,data/13/entries/15/entries/7
W7. Outhouse,W7. 戶外廁所,heading-label,project-proposed,data/13/entries/15/entries/8
W8. Storage,W8.儲藏室,heading-label,project-proposed,data/13/entries/15/entries/9
W9. Fermentation Vats,W9. 發酵大桶,heading-label,project-proposed,data/13/entries/15/entries/10
Wachter Brothers,瓦赫特兄弟,heading-label,project-proposed,data/6/entries/6/entries/2/entries/10/entries/7
Walls of Ravenloft,鴉閣城堡城牆,heading-label,project-proposed,data/5/entries/5
Webs,蛛網,heading-label,project-proposed,data/3/entries/14/entries/3/entries/6/entries/4
Welcome to Barovia,歡迎來到巴洛維亞,heading-label,project-proposed,data/2/entries/3/entries/10/entries/8
Wereraven,鴉人,heading-label,existing-site,data/3/entries/13/entries/0/entries/26;data/21/entries/5/entries/5
Werewolves,狼人,heading-label,project-proposed,data/3/entries/13/entries/0/entries/27
Werewolves in the Mist,霧中的狼人,heading-label,project-proposed,data/2/entries/3/entries/10
West Sarcophagus,西側石棺,heading-label,project-proposed,data/14/entries/8/entries/45/entries/1/entries/6;data/14/entries/8/entries/45/entries/4/entries/4;data/14/entries/8/entries/45/entries/5/entries/5;data/14/entries/8/entries/45/entries/6/entries/3;data/14/entries/8/entries/54/entries/4/entries/1
When Strahd Attacks,當施特拉德攻擊時,heading-label,project-proposed,data/2/entries/1/entries/4
Wights,屍妖,heading-label,project-proposed,data/5/entries/4/entries/3/entries/18
Will-o'-Wisp,鬼火,heading-label,existing-site,data/3/entries/13/entries/0/entries/28
Wine Casks,酒桶,heading-label,project-proposed,data/5/entries/10/entries/6/entries/3
Wine Delivery,送酒上門,heading-label,project-proposed,data/13/entries/16/entries/1
Wintersplinter Attacks,冬刺來襲,heading-label,project-proposed,data/13/entries/16/entries/2
Witness to Tragedy,悲劇的見證人,heading-label,existing-site,data/21/entries/3/entries/5/entries/1/entries/0
Wolf Form,狼形態,heading-label,project-proposed,data/3/entries/13/entries/0/entries/27/entries/6
Wolf Hunters,獵狼人,heading-label,project-proposed,data/6/entries/6/entries/2/entries/10/entries/6
Wolves,狼,heading-label,project-proposed,data/3/entries/13/entries/0/entries/29
Wooden Statue,木製雕像,heading-label,project-proposed,data/15/entries/3/entries/4/entries/2
X. The Amber Temple,X.琥珀神殿,heading-label,project-proposed,data/3/entries/14/entries/25
X1. Temple Facade,X1. 神殿正面,heading-label,project-proposed,data/14/entries/8/entries/3
X10. Northeast Annex,X10.東北附室,heading-label,project-proposed,data/14/entries/8/entries/19
X11. Northeast Balcony,X11.東北陽臺,heading-label,project-proposed,data/14/entries/8/entries/20
X12. East Shrine,X12.東部聖壇,heading-label,project-proposed,data/14/entries/8/entries/21
X13. East Archer Post,X13.東部弓兵駐點,heading-label,project-proposed,data/14/entries/8/entries/22
X14. North Staircase,X14.北部樓梯間,heading-label,project-proposed,data/14/entries/8/entries/23
X14a. Collapsed Lower Hall,X14a. 坍塌的下層大廳,heading-label,project-proposed,data/14/entries/8/entries/24
X15. Southwest Annex,X15.西南附室,heading-label,project-proposed,data/14/entries/8/entries/25
X16. West Scroll Repository,X16.西側藏卷室,heading-label,project-proposed,data/14/entries/8/entries/26
X17. Upper West Hall,X17.上層西走廊,heading-label,project-proposed,data/14/entries/8/entries/27
X18. Hallway,X18.過道,heading-label,project-proposed,data/14/entries/8/entries/28
X19. Potion Storage,X19.藥水庫,heading-label,project-proposed,data/14/entries/8/entries/29
X1a. Narrow Fissure,X1a. 狹窄的裂隙,heading-label,project-proposed,data/14/entries/8/entries/4
X2. Entrance,X2. 入口,heading-label,project-proposed,data/14/entries/8/entries/5
X20. Architect's Room,X20.建築師室,heading-label,project-proposed,data/14/entries/8/entries/30
X21. West Staircase,X21.西側樓梯間,heading-label,project-proposed,data/14/entries/8/entries/31
X22. Northwest Annex,X22.西北附室,heading-label,project-proposed,data/14/entries/8/entries/32
X23. Northwest Balcony,X23.西北陽臺,heading-label,project-proposed,data/14/entries/8/entries/33
X24. West Shrine,X24.西側聖壇,heading-label,project-proposed,data/14/entries/8/entries/34
X25. West Archer Post,X25.西部弓兵駐點,heading-label,project-proposed,data/14/entries/8/entries/35
X26. Secret Alcove,X26.隱秘腔室,heading-label,project-proposed,data/14/entries/8/entries/36
X27. Lich's Lair,X27. 巫妖的巢穴,heading-label,project-proposed,data/14/entries/8/entries/37
X28. Hidden Phylactery,X28.隱藏的命匣,heading-label,project-proposed,data/14/entries/8/entries/38
X29. Secret Room,X29. 密室,heading-label,project-proposed,data/14/entries/8/entries/39
X2a. Guard Room,X2a. 警衛室,heading-label,project-proposed,data/14/entries/8/entries/6
X2b. Guard Room,X2b. 警衛室,heading-label,project-proposed,data/14/entries/8/entries/7
X3. Empty Barracks,X3. 空營房,heading-label,project-proposed,data/14/entries/8/entries/8
X30. Preserved Library,X30.藏書館,heading-label,project-proposed,data/14/entries/8/entries/40
X31. Central Catacombs,X31.中央陵寢,heading-label,project-proposed,data/14/entries/8/entries/41
X31a. West Catacombs,X31a.西部陵寢,heading-label,project-proposed,data/14/entries/8/entries/42
X31b. East Catacombs,X31b.東部陵寢,heading-label,project-proposed,data/14/entries/8/entries/43
X32. Lower East Hall,X32.下層東走廊,heading-label,project-proposed,data/14/entries/8/entries/44
X33. Amber Vaults,X33. 琥珀墓室,heading-label,project-proposed,data/14/entries/8/entries/45
X33a. Vault of Shalx,X33a. 夏爾克斯之墓室,heading-label,project-proposed,data/14/entries/8/entries/45/entries/1
X33b. Vault of Maverus,X33b. 馬維魯斯之墓室,heading-label,project-proposed,data/14/entries/8/entries/45/entries/2
X33c. Ghastly Vault,X33c. 恐怖的墓室,heading-label,project-proposed,data/14/entries/8/entries/45/entries/3
X33d. Breached Vault,X33d. 缺口的墓室,heading-label,project-proposed,data/14/entries/8/entries/45/entries/4
X33e. Vault of Harkotha,X33e. 哈爾克撒之墓室,heading-label,project-proposed,data/14/entries/8/entries/45/entries/5
X33f. Vault of Thangob,X33f. 珊格布之墓室,heading-label,project-proposed,data/14/entries/8/entries/45/entries/6
X34. Wizard's Bedchamber,X34. 法師的寢室,heading-label,project-proposed,data/14/entries/8/entries/46
X35. Sleeping Guardian,X35.沉睡的守衛,heading-label,project-proposed,data/14/entries/8/entries/47
X36. Lower West Hall,X36. 下層西走廊,heading-label,project-proposed,data/14/entries/8/entries/48
X37. Wizard's Bedchamber,X37. 法師的寢室,heading-label,project-proposed,data/14/entries/8/entries/49
X38. Haunted Room,X38. 鬧鬼的房間,heading-label,project-proposed,data/14/entries/8/entries/50
X39. Plundered Treasury,X39. 被洗劫的寶庫,heading-label,project-proposed,data/14/entries/8/entries/51
X4. Overlook,X4. 陽臺,heading-label,project-proposed,data/14/entries/8/entries/9
X40. Sealed Treasury,X40.封存的寶庫,heading-label,project-proposed,data/14/entries/8/entries/52
X41. Fissure,X41. 裂縫,heading-label,project-proposed,data/14/entries/8/entries/53
X42. Amber Vault,X42. 琥珀地窖,heading-label,project-proposed,data/14/entries/8/entries/54
X5. Temple of Lost Secrets,X5. 失落秘密之聖殿,heading-label,project-proposed,data/14/entries/8/entries/10
X5a. God of Secrets,X5a. 秘密之神,heading-label,project-proposed,data/14/entries/8/entries/11
X5b. Secret Door,X5b. 暗門,heading-label,project-proposed,data/14/entries/8/entries/12
X5c. Locked Doors,X5c. 上鎖的門,heading-label,project-proposed,data/14/entries/8/entries/13
X5d. Amber Reflections,X5d. 琥珀倒影,heading-label,project-proposed,data/14/entries/8/entries/14
X6. Southeast Annex,X6. 東南附室,heading-label,project-proposed,data/14/entries/8/entries/15
X7. Secret Scroll Repository,X7. 藏卷密室,heading-label,project-proposed,data/14/entries/8/entries/16
X8. Upper East Hall,X8.上層東走廊,heading-label,project-proposed,data/14/entries/8/entries/17
X9. Lecture Hall,X9.階梯講堂,heading-label,project-proposed,data/14/entries/8/entries/18
Y. Yester Hill,Y.往日山丘,heading-label,project-proposed,data/3/entries/14/entries/26
Y1. Trail,Y1. 小徑,heading-label,project-proposed,data/15/entries/3/entries/2
Y2. Berserker Cairns,Y2. 狂戰士的石冢,heading-label,project-proposed,data/15/entries/3/entries/3
Y3. Druids' Circle,Y3. 德魯伊結社,heading-label,project-proposed,data/15/entries/3/entries/4
Y4. Gulthias Tree,Y4. 甘提亞斯樹,heading-label,project-proposed,data/15/entries/3/entries/5
Y5. Wall of Fog,Y5. 霧牆,heading-label,project-proposed,data/15/entries/3/entries/6
Z. Werewolf Den,Z.狼人巢穴,heading-label,project-proposed,data/3/entries/14/entries/27
Z1. Cave Mouth,Z1. 洞口,heading-label,project-proposed,data/16/entries/10/entries/3
Z2. Guard Post,Z2. 值班守衛,heading-label,project-proposed,data/16/entries/10/entries/4
Z3. Wolf Den,Z3. 狼窩,heading-label,project-proposed,data/16/entries/10/entries/5
Z4. Underground Spring,Z4. 地下泉水,heading-label,project-proposed,data/16/entries/10/entries/6
Z5. Deep Caves,Z5. 洞穴深處,heading-label,project-proposed,data/16/entries/10/entries/7
Z5a. South Cave,Z5a. 南洞穴,heading-label,project-proposed,data/16/entries/10/entries/7/entries/2
Z5b. North Cave,Z5b. 北洞穴,heading-label,project-proposed,data/16/entries/10/entries/7/entries/3
Z6. Kiril's Cave,Z6. 基里爾的洞穴,heading-label,project-proposed,data/16/entries/10/entries/8
Z7. Shrine of Mother Night,Z7. 夜母的神龕,heading-label,project-proposed,data/16/entries/10/entries/9
Z8. Ring of Stone,Z8. 環形石陣,heading-label,project-proposed,data/16/entries/10/entries/10
Zhentarim,散塔林會,heading-label,project-proposed,data/2/entries/3/entries/10/entries/7
Zombies,喪屍們,heading-label,existing-site,data/3/entries/13/entries/0/entries/30
Zygfrek Belview,吉格芙裡克·貝爾維,heading-label,existing-site,data/9/entries/5/entries/13/entries/6/entries/3
