english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
Traveling,旅行,draft-heading-proposed,heading-only,OotA,20,data/1/entries/3/entries/3/entries/1/entries/0,52,"Ask the players to establish two marching orders for the characters—one for moving single file and one for moving two abreast. Then when an encounter occurs, roll a {@dice d6}. On a roll of 1–2, the party is traveling through a narrow passageway, so position the adventurers in the single-file marching order. On a roll of 3–4, the characters are traveling through a standard passageway and can use the two-abreast marching order. On a roll of 5–6, the encounter occurs in a large open area, so allow the players to position the characters wherever they like.",旅行
Traversing the Darklake,穿越黑暗湖,draft-heading-proposed,heading-only,OotA,40,data/2/entries/4/name,3,Traversing the Darklake,穿越黑暗湖
Treasure,寶藏,existing-site,heading-only,OotA,11,data/0/entries/9/entries/5/entries/1/entries/3/name,114,Treasure,寶藏
Trench,特倫奇,project-proposed,heading-only,OotA,135,data/8/entries/13/entries/2/entries/0,11,"The password to open this secret door is ""belaern,"" a drow word meaning ""wealth."" If the characters are being guided by members of the Black Network, they are led through this secret door into the trench that bisects Mantol-Derith (area 2).",
Trillimac,崔利馬克,draft-heading-proposed,heading-only,OotA,22,data/1/entries/7/entries/2/entries/5/name,10,Trillimac,崔利馬克
Trisk Adamantelpiece,特里斯克·精金披肩,project-proposed,matching-English-source-string-only,OotA,98,data/5/entries/4/entries/7/entries/4/entries/1,2,"In the last year, a handful of svirfneblin youths have been training in secret under the rather terrifying care of the veteran Burrow Warden Jadger, who lingers on as a ghost. In life, Jadger was an expert in the Underdark and its many denizens, as well as how to fight them. He is grooming his brightest student, Trisk Adamantelpiece, to command the new burrow wardens, who are preparing to announce their existence to the Diggermattocks and demand recognition as the new Burrow Wardens of Blingdenstone.",Trisk Adamantelpiece;特里斯克·金剛石
Troglodyte Lair,穴蜥人巢穴,draft-heading-proposed,heading-only,OotA,167,data/12/entries/2/entries/3/entries/11/entries/0,6,"These {@creature Troglodyte||troglodytes} are heading toward their lair (see ""{@area Troglodyte Lair|43c|x}"") and attack any other creatures they come across.",穴蜥人巢穴
Troglodyte Lair: General Features,穴蜥人巢穴：一般特徵,draft-heading-proposed,heading-only,OotA,168,data/12/entries/3/entries/6/name,1,Troglodyte Lair: General Features,穴蜥人巢穴：一般特徵
Troglodytes,穴蜥人,draft-heading-proposed,heading-only,OotA,22,data/1/entries/6/entries/3/items/2,37,"A monster encountered by the party might be holding other victims or hostages (a giant spider with a still-living victim wrapped up in its web, or troglodytes holding prisoners destined for their larder, for example). Once the monsters are defeated, a former captive might join the group.",穴蜥人
Trolls,巨魔,existing-site,heading-only,OotA,167,data/12/entries/2/entries/3/entries/2/entries/0/rows/9/1,8,{@dice 1d4} {@creature Troll||trolls},巨魔
Tunnel,隧道,draft-heading-proposed,heading-only,OotA,6,data/0/entries/7/entries/3/entries/5/entries/0,141,"A male deep gnome {@creature spy}, {@creature Jimjar|OotA} is a feckless rogue with a devil-may-care attitude, a fondness for coin, and an obsession with betting on virtually anything and everything. Once he knows the characters, {@creature Jimjar|OotA} regularly offers them bets on things from their own efforts (""I bet you ten gold you can't get past that sentry without being seen"") to the outcomes of random events (""I bet you twenty gold this tunnel is the right way""). He sometimes uses betting to goad others into doing things, but characters can easily turn the tables knowing that {@creature Jimjar|OotA} finds it difficult to refuse a wager. His behavior is unusual for the dour deep gnomes, and others of his kind (including {@creature Topsy|OotA} and {@creature Turvy|OotA}) find {@creature Jimjar|OotA} annoying at best, and unstable and potentially mad at worst.",隧道
Tunnels,隧道,draft-heading-proposed,heading-only,OotA,4,data/0/entries/0,186,"Deep beneath the surface of the world lies the Underdark, a realm of endless labyrinthine tunnels and caverns where the sun never shines. The Underdark is filled with races and creatures too numerous to count or list, and foremost among these are the dark elves—the drow. Hated and feared even by their fellow dwellers in darkness, the drow raid other settlements in the Underdark as well as the surface world, taking prisoners back with them. Rendered {@condition unconscious} with {@item drow poison}, then collared and shackled, these prisoners are eventually sold as slaves or entertainment in the dark elves' subterranean cities.",隧道
Turvy,特威,existing-site,matching-English-source-string-only,OotA,5,data/0/entries/7/entries/3/entries/1/entries/0/rows/8/0,18,{@creature Topsy|OotA} and {@creature Turvy|OotA},Turvy;圖爾維
Two Sovereigns,兩位君主,draft-heading-proposed,heading-only,OotA,85,data/4/entries/5/entries/6/name,2,Two Sovereigns,兩位君主
Two-Headed Grimlocks,雙頭幽邃盲族,draft-heading-proposed,heading-only,OotA,68,data/3/entries/15/entries/5/entries/7/name,1,Two-Headed Grimlocks,雙頭幽邃盲族
Two-Headed Trolls,雙頭巨魔,draft-heading-proposed,heading-only,OotA,210,data/15/entries/4/entries/1/entries/2/entries/0/rows/6/1,2,Two-headed trolls,雙頭巨魔
Udhask,烏達斯克,project-proposed,matching-English-source-string-only,OotA,105,data/5/entries/14/entries/4/entries/1/items/1,6,"Recover the remains of a deep gnome named Udhask and bring them to the catacombs. Jadger knows that the deep gnome died somewhere in Rockblight, the northeast section of Blingdenstone.",Udhask
Ulthar,烏爾薩,project-proposed,matching-English-source-string-only,OotA,152,data/10/entries/5/entries/2/entries/3/name,9,Ulthar,Ulthar
Umber Hulk,掘土巨怪,draft-heading-proposed,heading-only,OotA,28,data/1/entries/10/entries/4/entries/2/entries/1/rows/6/1,5,1 {@creature umber hulk} bursting out of a nearby wall,掘土巨怪
Underdark,幽暗地域,existing-site,matching-English-source-string-only,OotA,4,data/0/entries/0,470,"Deep beneath the surface of the world lies the Underdark, a realm of endless labyrinthine tunnels and caverns where the sun never shines. The Underdark is filled with races and creatures too numerous to count or list, and foremost among these are the dark elves—the drow. Hated and feared even by their fellow dwellers in darkness, the drow raid other settlements in the Underdark as well as the surface world, taking prisoners back with them. Rendered {@condition unconscious} with {@item drow poison}, then collared and shackled, these prisoners are eventually sold as slaves or entertainment in the dark elves' subterranean cities.",Underdark;幽暗地域;地下世界;地下黑暗;地底黑暗;地底深淵;地底暗道;地底世界;下層黑暗;地下國度
Underdark Natives,幽暗地域原住民,draft-heading-proposed,heading-only,OotA,117,data/6/entries/5/entries/1/name,1,Underdark Natives,幽暗地域原住民
Underdark Outposts,幽暗地域前哨站,draft-heading-proposed,heading-only,OotA,147,data/9/entries/7/name,1,Underdark Outposts,幽暗地域前哨站
Underdark Travel,幽暗地域旅行,draft-heading-proposed,heading-only,OotA,18,data/1/entries/3/name,6,Underdark Travel,幽暗地域旅行
Underdark Travel Pace,幽暗地域行進速度,draft-heading-proposed,heading-only,OotA,18,data/1/entries/3/entries/2/entries/1/name,1,Underdark Travel Pace,幽暗地域行進速度
Underdark Travel Times,幽暗地域旅行時間,draft-heading-proposed,heading-only,OotA,18,data/1/entries/3/entries/2/entries/1/entries/2,2,"The Underdark Travel Times table shows the time to travel between the locations in chapters 1 through 6 of the adventure. These times assume that the party moves at a normal pace without stopping (other than for time spent resting or becoming lost). For a fast pace, reduce the travel times by one third; for a slow pace, increase them by one third.",地下世界旅行時間
Underground Marsh,地下沼澤,draft-heading-proposed,heading-only,OotA,87,data/4/entries/9/entries/1/name,2,Underground Marsh,地下沼澤
Underground Stream,地下溪流,draft-heading-proposed,heading-only,OotA,25,data/1/entries/10/entries/3/entries/1/rows/17/1,6,Underground stream,地下溪流
Unexpected Allies,意外盟友,existing-site,heading-only,OotA,195,data/14/entries/9/entries/4/entries/3/entries/1,2,"The drow is a member of Bregan D'aerthe (see ""{@area Unexpected Allies|552|x}"" later in this chapter) and reveals as much if the characters confront him. If the characters reveal that they're trying to banish the demon lords back to the Abyss, he offers Bregan D'aerthe's assistance. If they're amenable, he leads them to a Bregan D'aerthe safe house until a meeting with Jarlaxle, the leader of Bregan D'aerthe, can be arranged. While escorted by the spy, the characters have no hostile random encounters.",意外盟友
Uninvited Guests,不速之客,draft-heading-proposed,heading-only,OotA,209,data/15/entries/3/entries/3/name,1,Uninvited Guests,不速之客
Universal Language,通用語言,draft-heading-proposed,heading-only,OotA,154,data/10/entries/5/entries/5/entries/1/entries/3/name,1,Universal Language,通用語言
Unseen Evil,不可見的邪惡,draft-heading-proposed,heading-only,OotA,105,data/5/entries/16/entries/1/name,1,Unseen Evil,不可見的邪惡
Unseen Sentries,無形哨兵,draft-heading-proposed,heading-only,OotA,54,data/3/entries/4/entries/9/entries/4/entries/1/entries/1/name,1,Unseen Sentries,無形哨兵
Urmas,烏爾馬斯,project-proposed,matching-English-source-string-only,OotA,152,data/10/entries/5/entries/2/entries/4/name,13,Urmas,Urmas
Using the Lift,使用升降機,draft-heading-proposed,heading-only,OotA,12,data/0/entries/9/entries/5/entries/4/entries/2/name,1,Using the Lift,使用升降機
Ustova,烏斯托瓦,project-proposed,matching-English-source-string-only,OotA,152,data/10/entries/5/entries/2/entries/5/name,10,Ustova,Ustova
Vanishing NPCs,消失的NPC,draft-heading-proposed,heading-only,OotA,145,data/9/entries/6/entries/2/rows/8/1,2,Vanishing NPCs,消失的NPCs
Veldyskar,維爾迪斯卡爾,existing-site,matching-English-source-string-only,OotA,151,data/10/entries/4/entries/3/name,14,Veldyskar the Basilisk,Veldyskar
Veldyskar the Basilisk,石化蜥蜴維爾迪斯卡爾,existing-site-name-with-translated-heading,heading-only,OotA,151,data/10/entries/4/entries/3/name,1,Veldyskar the Basilisk,
Velgor,維爾戈,project-proposed,matching-English-source-string-only,OotA,149,data/9/entries/8/entries/4/entries/1/entries/4,3,"The leaders of the drow force are a female {@creature drow elite warrior} named Ryzliir Symryvvin and her consort, a male {@creature drow mage} named Velgor Zolond. They are joined by a prisoner in manacles—an unarmed and unarmored male human {@creature knight} of the Order of the Gauntlet named {@creature Aljanor Keenblade|OotA}. Sir Aljanor was captured during a surface raid months ago, and the drow have beaten him such that he has only 3 hit points remaining. Members of the order traveling in the party's expeditionary force recognize Sir Aljanor instantly and are {@status surprised}; they assumed he had been killed.",Velgor
Velgor Zolond,維爾戈·佐隆德,project-proposed,matching-English-source-string-only,OotA,149,data/9/entries/8/entries/4/entries/1/entries/4,1,"The leaders of the drow force are a female {@creature drow elite warrior} named Ryzliir Symryvvin and her consort, a male {@creature drow mage} named Velgor Zolond. They are joined by a prisoner in manacles—an unarmed and unarmored male human {@creature knight} of the Order of the Gauntlet named {@creature Aljanor Keenblade|OotA}. Sir Aljanor was captured during a surface raid months ago, and the drow have beaten him such that he has only 3 hit points remaining. Members of the order traveling in the party's expeditionary force recognize Sir Aljanor instantly and are {@status surprised}; they assumed he had been killed.",Velgor Zolond
Velkynvelve,維爾京維爾夫,project-proposed,matching-English-source-string-only,OotA,4,data/0/entries/5/entries/0,53,"The characters' goal in this chapter of the adventure is straightforward: escape from the drow outpost of Velkynvelve, with an eye toward escaping from the Underdark. However, this goal is complicated by the adventurers' lack of familiarity with their surroundings. Even if the prisoners can get away from the drow, where will they go and how will they survive?",Velkynvelve;維爾京維爾夫;維爾金維爾夫;維肯維爾夫;維爾肯維爾;維爾金維爾;維爾文維爾沃;維爾凱維爾夫;維爾肯維夫;威爾克維爾夫
Velkynvelve: General Features,維爾京維爾夫：總體特徵,draft-heading-proposed,heading-only,OotA,11,data/0/entries/9/entries/3/name,1,Velkynvelve: General Features,維爾金維爾夫：總體特徵
Victory or Defeat,勝利或失敗,draft-heading-proposed,heading-only,OotA,214,data/15/entries/9/name,1,Victory or Defeat,勝利或失敗
Victory without Vizeran,沒有維茲蘭的勝利,draft-heading-proposed,heading-only,OotA,165,data/11/entries/10/name,1,Victory without Vizeran,沒有Vizeran的勝利
Viln,維爾恩,project-proposed,matching-English-source-string-only,OotA,202,data/14/entries/9/entries/12/entries/4/entries/1/entries/1,4,The leader of the Bandersnatches is a capricious and nihilistic female drow named {@creature Viln Tirin|OotA}. She has the statistics of a {@creature bandit captain} with the following modifications:,Viln
Viln Tirin,維爾恩·提林,existing-site,matching-English-source-string-only,OotA,202,data/14/entries/9/entries/12/entries/4/entries/1/entries/1,1,The leader of the Bandersnatches is a capricious and nihilistic female drow named {@creature Viln Tirin|OotA}. She has the statistics of a {@creature bandit captain} with the following modifications:,Viln Tirin
Violet Fungi,紫腐菌,draft-heading-proposed,heading-only,OotA,28,data/1/entries/10/entries/4/entries/6/entries/1/rows/2/1,6,{@dice 1d4} {@creature Violet Fungus||violet fungi},紫腐菌
Vizeran,維茲蘭,project-proposed,matching-English-source-string-only,OotA,143,data/9/entries/1,222,"Much of this middle section of the adventure is free-form, dictated largely by the characters' decisions and tactics. The adventurers' immediate destination is the legendary library of Gravenhollow (see {@area chapter 11|3cb|x}), where they gain information that likely takes them to the tower of Araj, home of the mysterious drow archmage {@creature Vizeran DeVir|OotA}. However, the characters are free to explore and visit different places before and after they explore Gravenhollow and unlock its secrets.",Vizeran;維澤蘭;維澤朗
Vizeran DeVir,維茲蘭·迪威爾,existing-site,matching-English-source-string-only,OotA,143,data/9/entries/1,31,"Much of this middle section of the adventure is free-form, dictated largely by the characters' decisions and tactics. The adventurers' immediate destination is the legendary library of Gravenhollow (see {@area chapter 11|3cb|x}), where they gain information that likely takes them to the tower of Araj, home of the mysterious drow archmage {@creature Vizeran DeVir|OotA}. However, the characters are free to explore and visit different places before and after they explore Gravenhollow and unlock its secrets.",Vizeran DeVir;Vizeran DeVir
Vizeran's Plan,維茲蘭的計劃,draft-heading-proposed,heading-only,OotA,163,data/11/entries/8/entries/4/entries/1/items/7,12,"Vizeran knows of no means by which Gromph Baenre's ritual can be reversed. However, he believes there might be a different means of sending the demon lords back to the Abyss (see ""Vizeran's Plan"").",Vizeran的計劃
Vizeran's Scheme,維茲蘭的計劃,draft-heading-proposed,heading-only,OotA,163,data/11/entries/8/name,2,Vizeran's Scheme,Vizeran的計劃
Vizeran's Secret Route,維茲蘭的秘密路線,draft-heading-proposed,heading-only,OotA,190,data/14/entries/4/entries/0,4,"Seventy-two miles of twisting passageways separate Araj from Menzoberranzan. Vizeran has a secret route between the two, which he allows the characters to use if they agree to follow his plan. Otherwise, the characters must travel to Menzoberranzan by commonly known routes monitored by drow scouts, patrols, and outposts. If the characters opt to use Vizeran's secret route, the drow archmage's apprentice, Grin Ousstyl (see {@area chapter 12|41b|x}), accompanies the characters at Vizeran's behest, serving as their guide.",Vizeran的秘密路線
Vizeran's Tower: General Features,維茲蘭的塔樓：一般特徵,draft-heading-proposed,heading-only,OotA,161,data/11/entries/5/name,2,Vizeran's Tower: General Features,維澤蘭的塔樓：一般特徵
Voice in the Dark,黑暗中的聲音,draft-heading-proposed,heading-only,OotA,171,data/12/entries/4/name,3,Voice in the Dark,黑暗中的聲音
Voosbur,沃斯布爾,project-proposed,matching-English-source-string-only,OotA,72,data/3/entries/15/entries/7/entries/4/entries/5,8,"If the characters try to communicate with the myconids, they release rapport spores so that everyone can speak telepathically. The leader of the myconids is an adult named Voosbur, who speaks on behalf of the others. Sharing thoughts with these sentient mushrooms is an odd and strangely intoxicating experience (and feels quite different than the rapport the characters might have shared with {@creature Stool|OotA}). Voosbur happily tells the party how its ""troupe"" was attracted by the special mushrooms in these tunnels, and it tells the characters about the magical properties of the pygmywort and bigwig mushrooms. Voosbur further explains that the myconids didn't wander into this area, but arrived here by traveling ""through the Lady's dream."" Voosbur describes ""the Lady"" as a powerful being that loves and guides all myconids. He offers to share ""the Lady's gift"" with the characters, allowing them to travel ""through the Lady's dream"" as the myconids do. Characters who accept the offer gain Zuggtmoy's gift (see the sidebar).",Voosbur;沃斯布林
Vort,沃特,project-proposed,matching-English-source-string-only,OotA,108,data/5/entries/23/entries/9/entries/2,1,"The statue is actually a {@creature Deep Gnome (Svirfneblin)||deep gnome} named Vort, who was turned to stone by Neheedra the medusa. He tried to use one of the crystals to block the medusa's gaze but failed. Anyone examining the statue notices that the gnome seems to be raising the crystal toward his face, as if to look through it.",Vort
Walkways,走道,draft-heading-proposed,heading-only,OotA,11,data/0/entries/9/entries/0,11,"The drow outpost is located high in a cavern, built 100 feet above the rocky floor. The outpost consists of a series of small caves in the cavern walls and four ""hanging towers""—hollowed-out stalactites connected by walkways, stairs, and rope bridges. The towers are concealed by the thick webs of giant spiders stretched below them, so that only the lowermost parts of the stalactites are visible from the cavern floor.",走道
Wand of Orcus,奧喀斯之杖,existing-site,heading-only,OotA,219,data/16/entries/4/entries/6/name,3,Wand of Orcus,奧喀斯之杖
Wards,大區,draft-heading-proposed,heading-only,OotA,4,data/0/entries/5/entries/1/entries/1,19,"In addition to being manacled, spellcasters don't have any spell components or focuses, initially limiting their spellcasting ability. (Wizard characters don't need their spellbooks to cast spells, but will be unable to change their prepared spells without them. As such, give wizard characters some leeway in determining which spells they had previously prepared before being captured.) Moreover, spellcasting isn't possible inside the slave pen because of its magical wards (see area 11).",大區
Warning Sign,警告標誌,draft-heading-proposed,heading-only,OotA,25,data/1/entries/10/entries/3/entries/1/rows/18/1,5,Warning sign,警告標誌
Warning Sign Encounter,警告標誌遭遇,draft-heading-proposed,heading-only,OotA,27,data/1/entries/10/entries/3/entries/23/name,1,Warning Sign Encounter,警告標誌遭遇
Warnings,先兆,draft-heading-proposed,heading-only,OotA,119,data/6/entries/7/entries/4/name,1,Warnings,先兆
Water,水,existing-site,heading-only,OotA,9,data/0/entries/7/entries/5/entries/0,157,"The drow divide their prisoners into three roughly equal-sized groups and put them to work for a third of the day, supervised by the quaggoths. Their menial tasks include filling and hauling water barrels, operating the lift, cleaning any or all parts of the outpost (whether they need it or not), emptying chamber pots, food preparation and service, washing dishes, and laundry. The prisoners are also given cruel or pointless tasks to occupy them, and for the dark elves' amusement. Such labors include moving or stacking rocks, coiling ropes, and organizing supplies, with prisoners forced to redo work that doesn't meet the drow's arbitrary standards.",水
Water Weird,水詭,existing-site,heading-only,OotA,42,data/2/entries/5/entries/3/entries/1/rows/10/1,11,1 {@creature water weird},水詭
Waterdeep,深水城,project-proposed,matching-English-source-string-only,OotA,126,data/7/entries/4/entries/21,1,"The representative of the Lords' Alliance is a noble of Tethyrian and moon elf heritage, his youthful looks belying his actual age and experience. Although he hails from Waterdeep, Lord Eravien often travels to other alliance settlements. He's a charming and sly courtier, able to immediately size up any social situation, but his fondness for socializing often distracts him from what's important. As a result, Eravien has heard relatively little of the recent events in the Underdark, and he is initially unconvinced of the importance of the party's mission.",Waterdeep
Waterorb,水球菌,draft-heading-proposed,heading-only,OotA,22,data/1/entries/7/entries/2/entries/6/name,3,Waterorb,水球菌
Web Break,蛛網斷裂,draft-heading-proposed,heading-only,OotA,32,data/1/entries/13/entries/3/entries/1/rows/6/1,2,Web break,蛛網斷裂
Webs,蛛網,draft-heading-proposed,heading-only,OotA,9,data/0/entries/7/entries/8/entries/0,45,"If a prisoner becomes too much trouble, or if the drow need to mete out a lesson on the price of disobedience, they make a gruesome spectacle of feeding a malcontent to the giant spiders in the webs beneath Velkynvelve. Drow guards or quaggoth servants throw the bound prisoner over the edge into the webs, where the spiders quickly converge to bite the victim, injecting their venom. Once the victim is {@condition paralyzed}, the spiders wrap their meal up in webbing.",蛛網
Wedding Crashers,婚禮破壞者,draft-heading-proposed,heading-only,OotA,213,data/15/entries/6/entries/5/name,1,Wedding Crashers,婚禮破壞者
Wedding Invitation,婚禮邀請函,draft-heading-proposed,heading-only,OotA,208,data/15/entries/2/name,1,Wedding Invitation,婚禮邀請函
Wedding Rehearsal,婚禮彩排,draft-heading-proposed,heading-only,OotA,91,data/4/entries/15/entries/3/entries/5/entries/1,4,"""Welcome, travelers."" The aberrant myconid's voice gurgles and spits as it speaks both aloud and in your minds at once. ""Are you here for the wedding rehearsal? Friends of the bride or her intended? No matter! Let the love of the Great Seeder embrace you as you become one with her chosen, the Great Body!""",婚禮彩排
Weird Discoveries,怪異的發現,draft-heading-proposed,heading-only,OotA,43,data/2/entries/5/entries/3/entries/14/entries/1,2,Roll a {@dice d6} and consult the Weird Discoveries table to determine what the {@creature water weird} is guarding.,怪異的發現
Welcome to Karazikar's Maw,歡迎來到卡拉茲卡爾之喉,draft-heading-proposed,heading-only,OotA,176,data/12/entries/7/entries/3/entries/3/name,1,Welcome to Karazikar's Maw,歡迎來到卡拉茲卡爾之喉
Welcome to the City of Blades,歡迎來到刃城,draft-heading-proposed,heading-only,OotA,57,data/3/entries/8/name,1,Welcome to the City of Blades,歡迎來到刃城
Werz,沃茲,project-proposed,matching-English-source-string-only,OotA,53,data/3/entries/4/entries/8/entries/1/entries/0/rows/7/0,14,{@b Werz Saltbaron},Werz;維爾茨;維爾茲;韋爾茲
Werz Saltbaron,沃茲·鹽爵,project-proposed,matching-English-source-string-only,OotA,53,data/3/entries/4/entries/8/entries/1/entries/0/rows/7/0,7,{@b Werz Saltbaron},Werz Saltbaron;維爾茲·鹽爵;維爾茨·鹽巴倫
West Cleft and East Cleft Districts,西裂谷和東裂谷區,draft-heading-proposed,heading-only,OotA,64,data/3/entries/11/name,1,West Cleft and East Cleft Districts,西裂谷和東裂谷區
West Passage,西通道,draft-heading-proposed,heading-only,OotA,16,data/0/entries/11/entries/2/name,1,West Passage,西通道
West Wall,西牆,draft-heading-proposed,heading-only,OotA,38,data/1/entries/16/entries/10/entries/0,17,"Brysis's true tomb is hidden below area 3 and has murals on the walls decorated with rich pigments and inlays of semiprecious stones. A gilded sarcophagus stands atop a stone bier along the west wall. An {@condition invisible} stone chest rests at the foot of the sarcophagus. Characters searching the area thoroughly locate the chest. The chest becomes visible within an {@spell antimagic field}, and a successful {@spell dispel magic} ({@dc 19}) also ends the {@spell invisibility} effect.",西牆
West Wall Encounters,西牆遭遇,draft-heading-proposed,heading-only,OotA,202,data/14/entries/9/entries/12/entries/2,2,"Roll for random encounters as the characters cross this district. You can roll a {@dice d20} and consult the West Wall Encounters table, or choose an encounter that you like. The party can avoid random encounters in West Wall by succeeding on a {@dc 13} Dexterity ({@skill Stealth}) group check.",西牆遭遇
Westrift,西裂谷,draft-heading-proposed,heading-only,OotA,190,data/14/entries/4/entries/2/entries/0,4,"Grin Ousstyl shows the characters a secret door in the cavern wall outside of Vizeran's tower. Beyond this door is a long and winding tunnel that took Vizeran centuries to create using stone-shaping spells. The passage, which is free of monsters and hazards, ends at a secret door at the bottom of the Westrift in Menzoberranzan. The trip from Araj to the city takes twelve days on foot, during which time Grin says very little. Any character who succeeds on a {@dc 15} Wisdom ({@skill Insight}) check can tell that the drow mage is troubled by something, although he refuses to share his private thoughts and concerns.",西裂谷
What Vizeran Knows,維茲蘭所知道的,draft-heading-proposed,heading-only,OotA,163,data/11/entries/8/entries/4/name,1,What Vizeran Knows,Vizeran所知道的
What Vizeran Offers,維茲蘭所提供的,draft-heading-proposed,heading-only,OotA,163,data/11/entries/8/entries/6/name,2,What Vizeran Offers,Vizeran所提供的
What Vizeran Wants,維茲蘭所想要的,draft-heading-proposed,heading-only,OotA,163,data/11/entries/8/entries/5/name,1,What Vizeran Wants,Vizeran所想要的
What the Prisoners Know,囚犯們所知道的,draft-heading-proposed,heading-only,OotA,8,data/0/entries/7/entries/4/name,1,What the Prisoners Know,囚犯們所知道的
Wheel,輪子,existing-site,heading-only,OotA,186,data/13/entries/14/entries/1,2,"The engine looks like a working model of the Great Wheel (see chapter 2, ""{@book Creating a Multiverse|DMG|2|The Great Wheel},"" in the {@i Dungeon Master's Guide}). It's a 20-foot-diameter sphere built of 1-foot-wide bands of magically hardened and shaped bronze, engraved with arcane symbols. Gaps in the bands show various gears and articulation arms within the sphere, which rotate and shift to represent the relationships between the various known planes of existence.",輪子
Where to Go?,去哪裡？,draft-heading-proposed,heading-only,OotA,17,data/1/entries/2/name,1,Where to Go?,去哪裡？
Whirlpool,漩渦,existing-site,heading-only,OotA,41,data/2/entries/5/entries/2/entries/1/rows/9/1,4,Whirlpool,漩渦
Whiteshell Mine,白殼礦場,draft-heading-proposed,heading-only,OotA,100,data/5/entries/5/entries/5/name,2,Whiteshell Mine,白殼礦場
Whorlstone,渦石,project-proposed,matching-English-source-string-only,OotA,58,data/3/entries/8/entries/2/entries/11/entries/0,54,"{@creature Buppido|OotA} has a secret agenda in Gracklstugh. If he is still with the party, the derro looks for the first opportunity to slip away and return to his hidden lair and ""shrine"" in the Whorlstone Tunnels (see ""Whorlstone Tunnels"").",Whorlstone;旋石;漩渦石
Whorlstone Tunnels,渦石隧道,project-proposed,matching-English-source-string-only,OotA,58,data/3/entries/8/entries/2/entries/11/entries/0,54,"{@creature Buppido|OotA} has a secret agenda in Gracklstugh. If he is still with the party, the derro looks for the first opportunity to slip away and return to his hidden lair and ""shrine"" in the Whorlstone Tunnels (see ""Whorlstone Tunnels"").",Whorlstone Tunnels;渦石隧道;旋石隧道;漩渦石隧道
Whorlstone Tunnels Encounters,渦石隧道遭遇,draft-heading-proposed,heading-only,OotA,67,data/3/entries/15/entries/5/entries/0,2,"As the characters explore the Whorlstone Tunnels, they can run into various creatures or hazards. Check for an encounter whenever the characters are moving along a stretch of tunnel or at the end of a long rest. Roll a {@dice d20} and consult the Whorlstone Tunnels Encounters table to determine what, if anything, they encounter.",渦石隧道遭遇
Whorlstone Tunnels: General Features,渦石隧道：一般特徵,draft-heading-proposed,heading-only,OotA,67,data/3/entries/15/entries/3/name,10,Whorlstone Tunnels: General Features,渦石隧道：一般特徵
Willful Navigation,有意識的導航,draft-heading-proposed,heading-only,OotA,154,data/10/entries/5/entries/5/entries/1/entries/6/name,1,Willful Navigation,有意識的導航
Wisdom,感知,existing-site,heading-only,OotA,11,data/0/entries/9/entries/5/entries/0/entries/1,133,"Two {@creature drow} are stationed here at all times, keeping watch over the passage and noting the approach of any creatures. The duty is long and dull, so the watchers are sometimes distracted. A successful Dexterity ({@skill Stealth}) check made against the guards' passive Wisdom ({@skill Perception}) score of 12 allows characters to pass unnoticed. Any light from the passage or the cavern below automatically draws the guards' attention, however.",
With Friends Like These...,有這樣朋友......,draft-heading-proposed,heading-only,OotA,117,data/6/entries/5/entries/3/name,1,With Friends Like These...,有這樣朋友......
Worm Nursery,蠕蟲育嬰室,draft-heading-proposed,heading-only,OotA,167,data/12/entries/2/entries/3/entries/4/entries/0,16,"A {@creature drow mage} of House Melarn leads a group of {@dice 1d6} {@creature drow} and {@dice 2d6} {@creature bugbear} slaves through the tunnels in search of a purple worm nursery, where they hope to find a purple worm egg as a gift for their matron mother. If the characters have an egg clearly in their possession, the drow party tries to take it. Otherwise, the drow mage is happy to let the characters and their expeditionary force pass by unchallenged.",蠕蟲育嬰室
Worm Nursery: General Features,蠕蟲託兒所：一般特徵,draft-heading-proposed,heading-only,OotA,172,data/12/entries/5/entries/5/entries/2/name,3,Worm Nursery: General Features,蠕蟲託兒所：一般特徵
Wormwrithings,蠕蟲扭道,project-proposed,matching-English-source-string-only,OotA,61,data/3/entries/9/entries/7/entries/3/entries/1,29,"Ylsa invites the characters into her well-guarded office, where she shows them a pile of coins and jewelry from all over the surface world. The hoard consists of 80 gp in mixed coinage, three gold rings worth 25 gp each, and two gem-inlaid necklaces worth 250 gp each. She has tracked the pieces to derro, who use them to pay for food. If the characters can figure out how the derro are getting surface currency and jewelry, Ylsa will provide the adventurers with directions for at least the next stage of their journey, including valuable advice on routes to Blingdenstone (see {@adventure chapter 6|OotA|5}) and the Wormwrithings (see {@adventure chapter 12|OotA|11}).",Wormwrithings;蠕蟲扭曲;蠕蟲扭動;蠕蟲之語;蠕動之巢;蠕蟲之巢;蠕蟲文字;蠕蟲之徑;蟲語之地;蠕蟲迷宮;蠕蟲編織者;蠕蟲之地
