context,page,type,classification_confidence,english,zh_tw
data/9/entries/3/entries/5/entries/8/entries/1/items/1,150,NARRATIVE,0.8,"Large framed pictures of cities and landscapes hang on the walls, and a worn, blood-spattered rug covers the floor. Other furnishings include a pair of rocking chairs, a couch, and an ottoman.",牆上掛著城市和風景的大型框架畫，地板上鋪著一條磨損且血跡斑斑的地毯。其他的傢俱包括一對搖椅、一張沙發和一個腳凳。
data/9/entries/3/entries/5/entries/8/entries/1/items/2,150,NARRATIVE,0.8,Mouthwatering scents rise from a staircase that curves down to the kitchen ({@area K3|3de}).,令人垂涎的香氣從通往廚房（{@area K3|3de}）的螺旋樓梯上升起。
data/9/entries/3/entries/5/entries/8/entries/2/name,150,HEADING_LABEL,0.99,Zhent,散塔林會成員
data/9/entries/3/entries/5/entries/8/entries/2/entries/0,150,NARRATIVE,0.8,"{@creature Yorn|wdh} the Terror is reading a copy of {@book Volo's Guide to Monsters|vgm}, autographed on the title page by the author with an added note that reads, in Common: ""For {@creature Yorn|WDH}. I hope you find the orc chapter illuminating!""","{@creature Yorn|wdh|約恩} 恐懼正在閱讀一本{@book 瓦羅怪物指南|vgm}，標題頁上有作者的親筆簽名，並附有一句用通用語寫的註釋：""致{@creature Yorn|WDH|約恩}。希望你能從獸人章節中有所啟發！"""
data/9/entries/3/entries/5/entries/8/entries/2/entries/1,150,NARRATIVE,0.8,"{@creature Yorn|wdh} is a half-orc {@creature thug}, with these changes:",{@creature Yorn|wdh|約恩} 是一個半獸人{@creature thug||暴徒}，有以下變化：
data/9/entries/3/entries/5/entries/8/entries/2/entries/2/items/0,150,NARRATIVE,0.8,{@creature Yorn|WDH} is neutral evil.,{@creature Yorn|WDH|約恩} 是中立邪惡。
data/9/entries/3/entries/5/entries/8/entries/2/entries/2/items/1,150,RULE,0.9,"He has these racial traits: When reduced to 0 hit points, he drops to 1 hit point instead (but can't do this again until he finishes a long rest). He has darkvision out to a range of 60 feet. He speaks Common and Orc.",他擁有以下種族特性：當生命值降至0點時，他的生命值反而降至1點（但在完成一次長休之前不能再這樣做）。他具有60尺範圍內的黑暗視覺。他說通用語和獸人語。
data/9/entries/3/entries/5/entries/8/entries/2/entries/3,150,DM_INSTRUCTION,0.85,"{@creature Yorn|wdh} values his own well-being above all else. He is initially indifferent toward intruders. If {@creature Yorn|WDH} believes the characters aren't a threat, he's happy to chat with them about the inhabitants and the layout of Kolat Towers. He has never visited {@creature Manshoon|WDH}'s extraplanar sanctum, but he does know that the teleportation circle in {@area K22|40b} is the way to get there.",{@creature Yorn|wdh|約恩}最看重自己的福祉。他最初對入侵者漠不關心。如果{@creature Yorn|WDH|約恩}認為角色們不構成威脅，他很樂意與他們談論克拉特雙塔的居民和佈局。他從未參觀過{@creature Manshoon|WDH|曼松}的跨維度聖所，但他確實知道{@area K22|40b}中的傳送法陣是到達那裡的方式。
data/9/entries/3/entries/5/entries/8/entries/2/entries/4,150,NARRATIVE,0.8,"Combat in this area draws the attention of {@creature Manafret Cherryport|wdh} in {@area K3|3de}, who investigates.",這個區域的戰鬥引起了{@area K3|3de}中{@creature Manafret Cherryport|wdh|馬納弗雷特·切裡波特}的注意，他會進行調查。
data/9/entries/3/entries/5/entries/8/entries/3/name,150,HEADING_LABEL,0.99,Treasure,寶藏
data/9/entries/3/entries/5/entries/8/entries/3/entries/0,150,NARRATIVE,0.8,"{@creature Yorn|wdh} carries 36 cp, 20 sp, 12 gp, 8 taols, and a gem-studded ivory toothpick (worth 25 gp) in a pouch.",{@creature Yorn|wdh|約恩} 攜帶著36枚銅幣，20枚銀幣，12枚金幣，8枚塔奧爾幣，以及一個鑲有寶石的象牙牙籤（價值25金幣）在一個小袋中。
data/9/entries/3/entries/5/entries/9/name,150,HEADING_LABEL,0.99,K8. Apprentice Bedroom,K8. 學徒臥室
data/9/entries/3/entries/5/entries/9/entries/0,150,NARRATIVE,0.8,This narrow room contains the following features:,這個狹窄的房間包含以下特點：
data/9/entries/3/entries/5/entries/9/entries/1/items/0,150,NARRATIVE,0.8,Three single beds are bunched less than an arm's length apart beneath a staircase that leads up to {@area K12|3f4}.,三張單人床緊挨在一起，距離不到一個手臂的長度，位於一個通往{@area K12|3f4}的樓梯下方。
data/9/entries/3/entries/5/entries/9/entries/1/items/1,150,NARRATIVE,0.8,At the foot of each bed is a wooden chest.,每張床的床腳都有一個木製的箱子。
data/9/entries/3/entries/5/entries/9/entries/2,150,NARRATIVE,0.8,"The Kolat brothers once took on apprentices, who slept here. {@creature Manshoon|WDH} now allows his own apprentices—Ered Payno, Havi Termock, and Savara Firethorn—to do the same. All three can be found in {@area K15|3fc}.",克拉特兄弟曾經收過學徒，他們在這裡睡覺。{@creature Manshoon|WDH|曼松}現在允許他自己的學徒——埃雷德·帕伊諾、哈維·特莫克和薩瓦拉·火棘——也這樣做。這三個人都可以在{@area K15|3fc}找到。
data/9/entries/3/entries/5/entries/9/entries/3/name,150,HEADING_LABEL,0.99,Treasure,寶藏
data/9/entries/3/entries/5/entries/9/entries/3/entries/0,150,MIXED,0.85,"Inside each chest is a set of {@item common clothes|phb}, a spare spell {@item component pouch|phb}, {@item candle|PHB|candles}, ink, pens, {@item paper (one sheet)|PHB|paper}, and {@dice 3d6} gp. Each chest also holds a spellbook that contains all the spells its owner has prepared. In addition, Ered's spellbook contains {@spell burning hands}, {@spell knock}, and {@spell lightning bolt}; Havi's spellbook contains {@spell charm person}, {@spell detect thoughts}, and {@spell major image}; and Savara's spellbook contains {@spell comprehend languages}, {@spell phantasmal force}, and {@spell phantom steed}.",每個箱子裡都有一套{@item common clothes|phb|普通服裝}，一個備用的法術{@item component pouch|phb|材料包}，{@item candle|PHB|蠟燭}，墨水，筆，{@item paper (one sheet)|PHB|紙張}，以及{@dice 3d6}金幣。每個箱子還裝有一本法術書，包含其所有者準備的所有法術。此外，埃雷德的法術書中包含{@spell burning hands||燃燒之手}，{@spell knock||敲擊術}，和{@spell lightning bolt||閃電束}；哈維的法術書中包含{@spell charm person||魅惑類人}，{@spell detect thoughts||偵測思想}，和{@spell major image||高等幻影}；薩瓦拉的法術書中包含{@spell comprehend languages||通曉語言}，{@spell phantasmal force||魅影之力}，和{@spell phantom steed||魅影駒}。
data/9/entries/3/entries/5/entries/10/name,152,HEADING_LABEL,0.99,K9. Bridge and Walkway,K9. 橋和步行道
data/9/entries/3/entries/5/entries/10/entries/0,152,NARRATIVE,0.8,"A wooden bridge connects the two towers 20 feet above the ground, and a walkway attached to the bridge encircles the outside of the outer tower. The bridge and the tower walkway lack railings. Their planks and stones groan and crack underfoot but are safe to walk on.",一座木橋將兩座塔連線起來，距離地面20尺，橋上連線的步行道環繞著外塔的外圍。橋和塔的步行道沒有欄杆。腳下的木板和石頭會發出吱吱嘎嘎的聲音，但走起來是安全的。
data/9/entries/3/entries/5/entries/11/name,152,HEADING_LABEL,0.99,K10. Wizard Statue,K10. 法師雕像
data/9/entries/3/entries/5/entries/11/entries/0,152,NARRATIVE,0.8,This level of the outer tower consists of a landing and a narrow ledge with the following features:,外塔的這一層由一個平臺和一條狹窄的壁架組成，具有以下特點：
data/9/entries/3/entries/5/entries/11/entries/1/items/0,152,NARRATIVE,0.8,"The landing is 10 feet square and is met by two staircases. One descends 20 feet to {@area K5|3e5}, and one ascends 20 feet to {@area K20|408}.",這個平臺面積為10尺見方，由兩條樓梯連線。一條向下20尺通向{@area K5|3e5}，另一條向上20尺通向{@area K20|408}。
data/9/entries/3/entries/5/entries/11/entries/1/items/1,152,NARRATIVE,0.8,The narrow ledge built into the southeast wall has a life-size statue of a bearded human wizard standing atop it. The wizard looks angry and is leveling a stone wand at the door to {@area K9|3ef}.,東南牆上建造的狹窄壁架上有一個真人大小的長鬍子人類法師雕像站在上面。這位法師看起來很生氣，正用石制魔杖指向{@area K9|3ef}的門。
data/9/entries/3/entries/5/entries/11/entries/2/name,152,HEADING_LABEL,0.99,Statue,雕像
data/9/entries/3/entries/5/entries/11/entries/2/entries/0,152,DM_INSTRUCTION,0.85,"The statue depicts Duhlark Kolat, and a {@spell detect magic} spell or similar magic reveals an aura of transmutation magic around it. The first time a character steps onto the landing, the statue levitates 1 foot above the ledge and intones the following warning in Common:",這尊雕像描繪的是杜拉克·克拉特，而一個{@spell detect magic||偵測魔法}法術或類似的魔法揭示了它周圍的變形魔法光環。當角色第一次踏上平臺時，雕像會懸浮在壁架上方1尺處，並用通用語發出以下警告：
data/9/entries/3/entries/5/entries/11/entries/2/entries/1/entries/0,152,READ_ALOUD,0.99,"""I am Duhlark Kolat, the great wizard and master of this tower! How dare you invade my home! Leave at once or be destroyed by magic beyond your comprehension!""","""我是杜拉克·克拉特，這座塔的偉大法師和主人！你們怎敢侵入我的家園！立即離開，否則將被你們無法理解的魔法摧毀！"""
data/9/entries/3/entries/5/entries/11/entries/2/entries/2,152,NARRATIVE,0.8,"The threat is empty, but the statue continues to levitate for 1 minute before sinking back down to the ledge. The magic resets after 1 hour. While it is levitating, the statue can be easily pushed or pulled around.",這個威脅是空洞的，但雕像繼續懸浮1分鐘後才沉回落到壁架上。魔法在1小時後重置。在它懸浮的時候，雕像可以被輕易地推或拉移動。
data/9/entries/3/entries/5/entries/11/entries/2/entries/3,152,MIXED,0.85,"Casting {@spell dispel magic} on the statue while it's floating causes it to fall, topple off the ledge, and shatter in {@area K5|3e5} below. Anyone in that area when the statue falls must succeed on a {@dc 10} Dexterity saving throw or take 22 ({@dice 4d10}) bludgeoning damage.",在雕像漂浮時對其施放{@spell dispel magic||解除魔法}會導致其墜落，從邊緣翻落，並在下方的{@area K5|3e5}區域摔碎。雕像墜落時在該區域的任何人必須成功透過一個{@dc 10}敏捷豁免檢定，否則將受到22（{@dice 4d10}）點鈍擊傷害。
data/9/entries/3/entries/5/entries/12/name,152,HEADING_LABEL,0.99,K11. Laboratory,K11. 實驗室
data/9/entries/3/entries/5/entries/12/entries/0,152,NARRATIVE,0.8,"This room consists of a ledge connected to the levels above and below by invisible staircases (see ""Kolat Towers Features""). One staircase descends 20 feet to {@area K6|3e6}, and the other climbs 20 feet to {@area K15|3fc}. The area contains the following features:","這個房間由一個巖架構成，透過不可見的樓梯與上下層相連（見""克拉特雙塔特點""）。一條樓梯向下延伸20尺至{@area K6|3e6}，另一條樓梯向上爬升20尺至{@area K15|3fc}。該區域包含以下特點："
data/9/entries/3/entries/5/entries/12/entries/1/items/0,152,NARRATIVE,0.8,"Shattered glass covers the floor, and a large wooden trellis table has been knocked on its side.",破碎的玻璃覆蓋了地板，一個大木製格子架桌子被撞倒了。
data/9/entries/3/entries/5/entries/12/entries/1/items/1,152,NARRATIVE,0.8,A large empty cabinet dominates the back wall.,一個大型空櫃子佔據了後牆的主要位置。
data/9/entries/3/entries/5/entries/12/entries/2,152,NARRATIVE,0.8,This laboratory has been picked clean by {@creature Manshoon|WDH} and contains nothing of value.,這個實驗室已經被{@creature Manshoon|WDH|曼松}徹底搜刮乾淨，裡面沒有任何有價值的東西。
data/9/entries/3/entries/5/entries/13/name,152,HEADING_LABEL,0.99,K12. Staff Display,K12. 法杖展示區
data/9/entries/3/entries/5/entries/13/entries/0,152,NARRATIVE,0.8,This room contains the following features:,這個房間包含以下特點：
data/9/entries/3/entries/5/entries/13/entries/1/items/0,152,NARRATIVE,0.8,A half-dozen staffs of various styles are hung proudly on the walls at the top of the landing.,在樓梯頂部的牆上自豪地掛著半打不同風格的法杖。
data/9/entries/3/entries/5/entries/13/entries/1/items/1,152,NARRATIVE,0.8,A staircase descends to {@area K8|3ed}.,一條樓梯向下通往{@area K8|3ed}。
data/9/entries/3/entries/5/entries/13/entries/2/name,152,HEADING_LABEL,0.99,Staffs,法杖
data/9/entries/3/entries/5/entries/13/entries/2/entries/0,152,NARRATIVE,0.8,"Each staff is different in construction and style: a twisted birch branch, a sturdy oak dowel, a glittering haft of stone, a steel pole carved with blue runes, a dimpled copper staff topped with a copper crescent moon, and a blown-glass cane capped with a black marble orb.",每根法杖在構造和風格上都各不相同：一根扭曲的樺樹枝，一根堅固的橡木棍，一根閃閃發光的石制柄，一根雕刻有藍色符文的鋼杆，一根頂部帶有銅製新月的銅質手杖，以及一根頂部鑲有黑色大理石球的吹制玻璃手杖。
data/9/entries/3/entries/5/entries/13/entries/2/entries/1,152,DM_INSTRUCTION,0.85,"All six {@creature flying Staff|wdh|staffs} animate and attack interlopers who enter the area without being escorted by {@creature Manshoon|WDH} or one of his lieutenants. The staffs have the same statistics as {@creature flying sword||flying swords}, except they deal bludgeoning damage on a hit. If a fight breaks out in this area, the creatures in {@area K14|3fa} come to investigate.",所有六個{@creature flying Staff|wdh|法杖}在沒有{@creature Manshoon|WDH|曼松}或他的一個副手陪同的情況下，會活化並攻擊進入該區域的入侵者。這些法杖的具體數值與{@creature flying sword||凌空劍}相同，只是在命中時造成鈍擊傷害。如果這個區域發生戰鬥，{@area K14|3fa}中的生物會過來調查。
data/9/entries/3/entries/5/entries/14/name,152,HEADING_LABEL,0.99,K13. Holding Cell,K13. 拘留室
data/9/entries/3/entries/5/entries/14/entries/0,152,DM_INSTRUCTION,0.85,"The door to this room has a narrow, barred window set into it. The door is locked and trapped (see below). As the characters approach the door, read:",這個房間的門上有一個狹窄的帶柵欄的窗戶。門被鎖上了並且設有陷阱（見下文）。當角色們接近門時，閱讀：
data/9/entries/3/entries/5/entries/14/entries/1/entries/0,152,READ_ALOUD,0.99,"A raspy voice calls out from beyond the door. ""If you be good, let us rid these towers of evil's stench. If you be evil, open the door so we may battle, and my eternal boredom can end."" Beyond the door's barred window, a gargoyle lurks in a stone cell, challenging you in a low growl. ""Come on, then!""","一個刺耳的聲音從門的另一邊傳來。""如果你們是好人，讓我們清除這些塔樓中的邪惡氣息。如果你們是邪惡的，開啟門讓我們戰鬥，這樣我的永恆無聊就可以結束了。""在門的帶柵欄的窗戶之外，一個石像鬼潛伏在石制牢房中，用低沉的咆哮向你們發出挑戰。""那就來吧！"""
data/9/entries/3/entries/5/entries/14/entries/2/name,152,HEADING_LABEL,0.99,Trapped Door,陷阱門
data/9/entries/3/entries/5/entries/14/entries/2/entries/0,152,MIXED,0.85,"A {@spell glyph of warding} spell has been cast on the door, set to trigger when it is opened by anyone other than {@creature Manshoon|WDH}. The glyph, which resembles an ornate letter M, can be found with a successful {@dc 18} Intelligence (Investigation) check. The glyph targets the creature that opens the door with a {@spell blindness/deafness} spell (save {@dc 18}).",一道{@spell glyph of warding||守衛刻文}已經被施加在門上，設定會在被{@creature Manshoon|WDH|曼松}之外的任何人開啟時觸發。這個符文類似於一個華麗的字母M，可以透過成功的{@dc 18}智力（調查）檢定找到。符文會以{@spell blindness/deafness||目盲術/耳聾術}法術（豁免{@dc 18}）為目標開啟門的生物。
data/9/entries/3/entries/5/entries/14/entries/3/name,152,HEADING_LABEL,0.99,Lady Gondafrey,岡達弗蕾女士
data/9/entries/3/entries/5/entries/14/entries/3/entries/0,152,NARRATIVE,0.8,"Duhlark Kolat long ago trapped a magical experiment in this cell: a {@creature gargoyle} that has been imbued with the personality of a human knight of Tyr (god of justice) named {@creature Lady Gondafrey|wdh}. This gargoyle has an Intelligence score of 10 and an alignment of lawful good. It speaks Common, and its face looks more humanoid than gargoyle. {@creature Manshoon|WDH} is amused by the creature, so he keeps it alive but locked in the cell.",杜拉克·克拉特很久以前在這個牢房裡困住了一個魔法實驗：一個被賦予了提爾（正義之神）的人類騎士個性的{@creature gargoyle||石像鬼}，名叫{@creature Lady Gondafrey|wdh|岡達弗蕾女士}。這個石像鬼擁有10的智力得分和守序善良的陣營。它說通用語，它的臉看起來更像人類而不是石像鬼。{@creature Manshoon|WDH|曼松}對這生物感到好笑，所以他讓它活著但鎖在牢房裡。
data/9/entries/3/entries/5/entries/14/entries/3/entries/1,152,DM_INSTRUCTION,0.85,"If the characters free {@creature Lady Gondafrey|WDH}, she offers to fight alongside them; however, she quickly turns against any character who exhibits cruel or unlawful behavior. She can offer helpful information about Kolat Towers, and she is familiar with both the layout of the towers and the current occupants of the place. She knows that {@creature Manshoon|WDH} resides in an extraplanar sanctum accessible through a teleportation circle that his lieutenants can activate using special rings. The gargoyle doesn't know where the teleportation circle is located, nor does she know why Duhlark transferred her consciousness into her present form.",如果角色們釋放了{@creature Lady Gondafrey|WDH|岡達弗蕾女士}，她會提出與他們並肩作戰；然而，她會迅速反對任何表現出殘忍或非法行為的角色。她可以提供有關克拉特雙塔的有用資訊，她熟悉塔樓的佈局以及當前居住在那裡的人。她知道{@creature Manshoon|WDH|曼松}居住在一個可以透過他的副手使用特殊戒指啟用的傳送陣進入的位面聖所。這個石像鬼不知道傳送陣的位置，也不知道為什麼杜拉克將她的意識轉移到了她現在的形式。
data/9/entries/3/entries/5/entries/14/entries/3/entries/2,152,NARRATIVE,0.8,"The gargoyle retains fragmented memories of the life of {@creature Lady Gondafrey|WDH}, a native Waterdavian who served in the City Watch. After identifying Duhlark Kolat as a suspect in several local disappearances, she darkened his doorstep in 1379 DR, the Year of the Lost Keep. Annoyed by this invasion of his privacy and not in his right mind, Duhlark captured {@creature Lady Gondafrey|WDH}, used a spell to meld her form with that of a gargoyle, and imprisoned her.",這個石像鬼保留了{@creature Lady Gondafrey|WDH|岡達弗蕾女士}生活的片段記憶，她是一個本地的深水城居民，曾在城市守衛服役。在1379 DR年，也就是失落要塞年，她將杜拉克·克拉特認定為幾起當地失蹤案的嫌疑人，並因此出現在他的家門口。杜拉克因這次侵犯他的隱私而惱怒，並且他當時並不清醒，於是他捕獲了{@creature Lady Gondafrey|WDH|岡達弗蕾女士}，使用了一個法術將她的身體與石像鬼融合，並把她囚禁起來。
data/9/entries/3/entries/5/entries/14/entries/3/entries/3,152,MIXED,0.85,"If the gargoyle travels with the party, roll a {@dice d10} each day at dawn. On a roll of 1, {@creature Lady Gondafrey|wdh}'s alignment becomes chaotic evil for 24 hours as the gargoyle's innate demeanor exerts itself. In this state, the creature tries to orchestrate the characters' deaths, going so far as to attack lone characters.",如果石像鬼隨隊伍同行，在每天黎明時擲一個{@dice d10}。如果擲出1，{@creature Lady Gondafrey|wdh|岡達弗蕾女士}的陣營在接下來的24小時內變為混亂邪惡，因為石像鬼的天性開始顯現。在這種狀態下，這個生物試圖策劃角色們的死亡，甚至攻擊單獨的角色。
data/9/entries/3/entries/5/entries/15/name,153,HEADING_LABEL,0.99,K14. Servants' Quarters,K14. 僕人區
data/9/entries/3/entries/5/entries/15/entries/0,153,NARRATIVE,0.8,This room contains the following features:,這個房間包含以下特點：
data/9/entries/3/entries/5/entries/15/entries/1/items/0,153,NARRATIVE,0.8,"Furnishings include four beds, a small table with four chairs, and tattered window curtains.",傢俱包括四張床、一張小桌子和四把椅子，以及破舊的窗簾。
data/9/entries/3/entries/5/entries/15/entries/1/items/1,153,NARRATIVE,0.8,"Four Zhent {@creature thug||thugs} relax here-one trying to rest, two others playing cards, and the fourth sitting on the edge of a bed, re-stringing a heavy crossbow.",四名散塔林會{@creature thug||暴徒}在這裡放鬆——一個試圖休息，另外兩個在打牌，第四個坐在床邊，重新給一把重型十字弓裝弦。
data/9/entries/3/entries/5/entries/15/entries/2,153,MIXED,0.85,The thugs work for {@creature Manshoon|WDH} and leap up to attack anyone they don't recognize as one of their own. A successful {@dc 17} Charisma (Deception) check convinces these Zhents that the characters are their allies.,這些暴徒為 {@creature Manshoon|WDH|曼松} 工作，並會攻擊任何他們不認為是自己人的目標。成功的 {@dc 17} 魅力（欺瞞）檢定可以說服這些贊塔幫成員，認為角色是他們的盟友。
data/9/entries/3/entries/5/entries/15/entries/3/name,153,HEADING_LABEL,0.99,Treasure,寶藏
data/9/entries/3/entries/5/entries/15/entries/3/entries/0,153,NARRATIVE,0.8,"Resting in small piles and neat stacks on the table are 74 cp, 52 sp, 19 gp, and 4 taols.",桌上堆著大小不一、排列整齊的錢幣：74枚銅幣、52枚銀幣、19枚金幣，以及4枚塔奧爾幣。
data/9/entries/3/entries/5/entries/16/name,153,HEADING_LABEL,0.99,K15. Summoning Chamber,K15. 召喚室
data/9/entries/3/entries/5/entries/16/entries/0,153,NARRATIVE,0.8,"This room is connected to the levels above and below by invisible staircases (see ""Kolat Towers Features""), one descending 20 feet to {@area K11|3f3} and the other climbing 20 feet to {@area K16|3fd}. This area contains the following features:","這個房間透過隱形樓梯與上面的樓層和下面的樓層連線（見""克拉特雙塔特點""），一個向下20尺到達{@area K11|3f3}，另一個向上20尺到達{@area K16|3fd}。這個區域包含以下特點："
data/9/entries/3/entries/5/entries/16/entries/1/items/0,153,NARRATIVE,0.8,A 10-foot-diameter circle of runes has been drawn on the floor in blood that is now dried. Smoke billows from four iron braziers placed around the circle.,一個直徑10尺的符文圈已經用現在已經乾燥的血畫在地板上。煙霧從圍繞圓圈放置的四個鐵火盆中滾滾而出。
data/9/entries/3/entries/5/entries/16/entries/1/items/1,153,NARRATIVE,0.8,"Three {@creature apprentice wizard|VGM|apprentice wizards} (see {@adventure appendix B|WDH|12}) stand outside the circle, chanting an incantation. A {@creature barlgura} is slumped motionless within the circle.",三名{@creature apprentice wizard|VGM|學徒法師}（見{@adventure 附錄 B|WDH|12}）站在圈外，唸誦著咒語。一隻{@creature barlgura||惡猿魔}在圈內無動於衷地倒著。
data/9/entries/3/entries/5/entries/16/entries/2,153,MIXED,0.85,"The three wizards here are {@creature Manshoon|WDH}'s apprentices—Ered Payno (LE male Damaran human), Havi Termock (CE female Chondathan human), and Savara Firethorn (NE female Tethyrian human). Each wears a teleporter ring (see ""Teleporter Rings""). The magical incantation that the three are reciting has quelled the barlgura and rendered it {@condition unconscious}. If any of them stop chanting, the demon awakes and becomes enraged, though it remains bound within the circle. Whenever it takes damage, the barlgura can attempt a {@dc 10} Charisma check. On a successful check, it breaks out of the circle and attacks any creature it can reach.","這裡的三位巫師是{@creature Manshoon|WDH|曼松}的學徒——埃雷德·派諾（LE男性大馬拉人人類）、哈維·特爾莫克（CE女性瓊達珊人人類）和薩瓦拉·火棘（NE女性泰希安人人類）。每個人都戴著傳送戒指（見""傳送戒指""）。三位巫師正在吟唱的魔法咒語已經壓制了巴古拉惡魔並使其{@condition unconscious||昏迷}。如果他們中的任何一位停止吟唱，惡魔就會醒來並變得憤怒，儘管它仍然被束縛在法陣中。每當它受到傷害時，巴古拉惡魔可以嘗試進行一次{@dc 10}魅力檢定。如果檢定成功，它將掙脫法陣並攻擊任何它能觸及的生物。"
data/9/entries/3/entries/5/entries/16/entries/3,153,NARRATIVE,0.8,"Freeing the barlgura disrupts {@creature Manshoon|WDH}'s operation, forcing the wizard to spend time and resources defeating the fiend and replacing slain underlings.",釋放惡猿魔會干擾{@creature Manshoon|WDH|曼松}的行動，迫使這位法師花費時間和資源擊敗這個惡魔並替換被殺死的手下。
data/9/entries/3/entries/5/entries/17/name,153,HEADING_LABEL,0.99,K16. Construct Workshop,K16. 構造物工坊
data/9/entries/3/entries/5/entries/17/entries/0,153,NARRATIVE,0.8,"The invisible staircase from {@area K15|3fc} ends in front of a closed door. The door is unlocked and opens into the room, which contains the following:",來自{@area K15|3fc}的隱形樓梯在一扇關閉的門前結束。這扇門沒有上鎖，開啟後通向房間，房間內包含以下內容：
data/9/entries/3/entries/5/entries/17/entries/1/items/0,153,NARRATIVE,0.8,"Bits of clay, stone, bone, and metal litter the floor and cover a wooden table in the middle of the room.",地板上散落著粘土、石頭、骨頭和金屬碎片，房間中央的木桌上也覆蓋著這些材料。
data/9/entries/3/entries/5/entries/17/entries/1/items/1,153,NARRATIVE,0.8,"The floor creaks and tilts slightly when stepped on, and it can be seen to be detached from the walls. Two oversized iron clamps on opposite sides of the room hold the floor in place. Each of these rusty mechanisms is attached to an iron lever.",地板在踩踏時會吱吱作響並輕微傾斜，可以看到它與牆壁分離。房間兩側各有一個超大號的鐵夾子固定著地板。每個生鏽的機械裝置都連線著一個鐵桿。
data/9/entries/3/entries/5/entries/17/entries/1/items/2,153,NARRATIVE,0.8,"A wooden staircase once climbed 20 feet to the next level, but it has partially collapsed.",曾經有一座木製樓梯爬上20尺到達下一層，但它已經部分坍塌。
data/9/entries/3/entries/5/entries/17/entries/2,153,NARRATIVE,0.8,The Kolat brothers once crafted constructs in this workshop. The magical clamped floor was built as a precaution in case one of the experiments went berserk.,克拉特兄弟曾在這個工坊中製造構造物。魔法夾緊的地板是作為一種預防措施建造的，以防其中一個實驗失控。
data/9/entries/3/entries/5/entries/17/entries/3,153,MIXED,0.85,"When a creature that doesn't work for {@creature Manshoon|WDH}'s Zhentarim enters this room without being escorted, the metal scraps on the floor fly together, forming a suit of {@creature animated armor} that attacks. When the armor is reduced to 10 hit points or fewer, it tries to pull one of the levers on its next turn.",當一個不為{@creature Manshoon|WDH|曼松}的散塔林會工作的生物未經護送進入這個房間時，地板上的金屬碎片會飛到一起，形成一個{@creature animated armor||活化盔甲}並進行攻擊。當盔甲的生命值降至10點或更少時，它會在下一個回合嘗試拉動其中一個杆。
data/9/entries/3/entries/5/entries/17/entries/4/name,153,HEADING_LABEL,0.99,Floor Clamps,地板夾具
data/9/entries/3/entries/5/entries/17/entries/4/entries/0,153,MIXED,0.85,"Pulling a lever is an action that causes both clamps to release the floor, which is then magically driven upward into the ceiling. Creatures standing on the floor are knocked {@condition prone} and must make a {@dc 20} Dexterity saving throw as they slam into the ceiling, taking 22 ({@dice 4d10}) bludgeoning damage on a failed save, or half as much damage on a successful one. The floor then settles a few feet below the ceiling, cutting off access to the stairs down to {@area K15|3fc} but leaving characters free to climb up the collapsed staircase to {@area K17|400}. (The magical floor was designed to prevent a berserk golem from reaching the lower chambers of the towers, and potentially the city beyond, while the Kolat brothers dealt with it.) After 10 minutes, the floor descends to its normal level and the clamps lock it down again.",拉動槓桿是一個動作，會導致兩個夾子釋放地板，然後地板會被魔法驅動向上撞向天花板。站在地板上的生物會被擊倒 {@condition prone||伏地}，並且必須在撞擊天花板時進行一次 {@dc 20} 的敏捷豁免檢定，失敗則受到 22 ({@dice 4d10}) 點鈍擊傷害，成功則只受到一半傷害。地板隨後會停留在天花板下方几尺處，切斷通往 {@area K15|3fc} 的樓梯通道，但允許角色攀爬坍塌的樓梯前往 {@area K17|400}。（這個魔法地板的設計是為了防止狂暴的魔像進入塔樓的下層區域，甚至可能進入城市，而克拉特兄弟則負責處理它。）10 分鐘後，地板會降回原位，夾子會再次將其鎖定。
data/9/entries/3/entries/5/entries/17/entries/5/name,153,HEADING_LABEL,0.99,Partially Collapsed Stairs,部分坍塌的樓梯
data/9/entries/3/entries/5/entries/17/entries/5/entries/0,153,RULE,0.9,"A creature can climb the stairs to {@area K17|400} with a successful {@dc 10} Dexterity (Acrobatics) check. If the check fails, the creature falls 10 feet.",生物可以成功透過一次 {@dc 10} 敏捷（體操）檢定來攀爬樓梯前往 {@area K17|400}。如果檢定失敗，該生物會墜落10尺。
data/9/entries/3/entries/5/entries/18/name,153,HEADING_LABEL,0.99,K17. Flesh Golem,K17. 血肉魔像
data/9/entries/3/entries/5/entries/18/entries/0,153,NARRATIVE,0.8,This unlit hallway contains the following features:,這個未點亮的走廊包含以下特點：
data/9/entries/3/entries/5/entries/18/entries/1/items/0,153,MIXED,0.85,"Any character who inspects the hall for traps and succeeds on a {@dc 17} Wisdom (Perception) check notices 1-inch-diameter holes drilled into the walls at ankle height, set at regular intervals along the length of the passage.",任何檢查大廳陷阱併成功透過 {@dc 17} 感知（感知）檢定的角色，會注意到牆壁踝部高度有直徑1吋的孔洞，這些孔洞沿通道長度方向以等距間隔排列。
data/9/entries/3/entries/5/entries/18/entries/1/items/1,153,NARRATIVE,0.8,A {@creature flesh golem} stands in front of the door to {@area K18|403}.,一個{@creature flesh golem||血肉魔像}站在通往{@area K18|403}的門前。
