english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes
Infectious Inspiration,subclass-feature,Bard,Eloquence,TCE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/20/name,subclass-feature: Infectious Inspiration,啓悟傳播,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Infiltration Expertise,subclass-feature,Rogue,Assassin,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/9/name,subclass-feature: Infiltration Expertise,專業滲透,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Infiltrator,subclass-feature,Artificer,Armorer,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/13/name,subclass-feature: Infiltrator,滲透者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ingenious Movement,subclass-feature,Artificer,Cartographer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/39/name,subclass-feature: Ingenious Movement,,,pending,,0.50,
Inquisitive,subclass-feature,Rogue,Inquisitive,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/34/name,subclass-feature: Inquisitive,審訊者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Insightful Fighting,subclass-feature,Rogue,Inquisitive,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/37/name,subclass-feature: Insightful Fighting,戰鬥洞察,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Insightful Manipulator,subclass-feature,Rogue,Mastermind,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/44/name,subclass-feature: Insightful Manipulator,洞察能手,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Inspiring Commander,subclass-feature,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/95/name,subclass-feature: Inspiring Commander,,,pending,,0.50,
Inspiring Movement,subclass-feature,Bard,Dance,XPHB,one,1,data/class/class-bard.json,/subclassFeature/62/name,subclass-feature: Inspiring Movement,,,pending,,0.50,
Inspiring Smite,subclass-feature,Paladin,Glory,TCE; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/48/name,subclass-feature: Inspiring Smite,鼓舞一擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Inspiring Surge,subclass-feature,Fighter,Purple Dragon Knight (Banneret),SCAG,classic-or-other,2,data/class/class-fighter.json,/subclassFeature/38/name,subclass-feature: Inspiring Surge,振奮之潮,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Instinctive Charm,subclass-feature,Wizard,Enchantment,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/32/name,subclass-feature: Instinctive Charm,本能魅惑,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Intimidating Presence,subclass-feature,Barbarian,Berserker,PHB; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/subclassFeature/9/name,subclass-feature: Intimidating Presence,威懾之姿,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Intoxicated Frenzy,subclass-feature,Monk,Drunken Master,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/47/name,subclass-feature: Intoxicated Frenzy,酒瘋狂醉,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Inured to Undeath,subclass-feature,Wizard,Necromancy,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/51/name,subclass-feature: Inured to Undeath,不死適應,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Invincible Conqueror,subclass-feature,Paladin,Conquest,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/70/name,subclass-feature: Invincible Conqueror,無敵征服者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Invoke Duplicity,subclass-feature,Cleric,Trickery,XPHB,one,1,data/class/class-cleric.json,/subclassFeature/205/name,subclass-feature: Invoke Duplicity,,,pending,,0.50,
Iron Mind,subclass-feature,Ranger,Gloom Stalker,XGE; XPHB,classic-or-other; one,2,data/class/class-ranger.json,/subclassFeature/45/name,subclass-feature: Iron Mind,鋼鐵心智,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Keeper of Souls,subclass-feature,Cleric,Grave,XGE,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/141/name,subclass-feature: Keeper of Souls,守魂者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Kensei's Shot,subclass-feature,Monk,Kensei,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/49/name,subclass-feature: Kensei's Shot,劍聖神射,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Knightly Envoy,subclass-feature,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/91/name,subclass-feature: Knightly Envoy,,,pending,,0.50,
Know Your Enemy,subclass-feature,Fighter,Battle Master,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/14/name,subclass-feature: Know Your Enemy,知己知彼,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Knowledge Domain,subclass-feature,Cleric,Knowledge,FRHoF; PHB,classic-or-other,3,data/class/class-cleric.json,/subclassFeature/8/name,subclass-feature: Knowledge Domain,知識領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Knowledge Domain (PSA),subclass-feature,Cleric,Knowledge (PSA),PSA,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/69/name,subclass-feature: Knowledge Domain (PSA),知識領域(PSA),,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Knowledge Domain Spells,subclass-feature,Cleric,Knowledge,FRHoF,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/146/name,subclass-feature: Knowledge Domain Spells,,,pending,,0.50,
Land's Aid,subclass-feature,Druid,Land,XPHB,one,1,data/class/class-druid.json,/subclassFeature/55/name,subclass-feature: Land's Aid,,,pending,,0.50,
Land's Stride,subclass-feature,Druid,Land,PHB,classic-or-other,1,data/class/class-druid.json,/subclassFeature/4/name,subclass-feature: Land's Stride,大地行者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Leading Evasion,subclass-feature,Bard,Dance,XPHB,one,1,data/class/class-bard.json,/subclassFeature/64/name,subclass-feature: Leading Evasion,,,pending,,0.50,
Leap to Your Feet,subclass-feature,Monk,Drunken Master,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/43/name,subclass-feature: Leap to Your Feet,鯉魚打挺,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Legion of One,subclass-feature,Fighter,Echo Knight,EGW,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/6/name,subclass-feature: Legion of One,一人成軍,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Life Domain,subclass-feature,Cleric,Life,PHB; XPHB,classic-or-other; one,3,data/class/class-cleric.json,/subclassFeature/15/name,subclass-feature: Life Domain,生命領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Life Domain Spells,subclass-feature,Cleric,Life,XPHB,one,1,data/class/class-cleric.json,/subclassFeature/193/name,subclass-feature: Life Domain Spells,,,pending,,0.50,
Light Domain,subclass-feature,Cleric,Light,PHB; XPHB,classic-or-other; one,3,data/class/class-cleric.json,/subclassFeature/23/name,subclass-feature: Light Domain,光明領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Light Domain Spells,subclass-feature,Cleric,Light,XPHB,one,1,data/class/class-cleric.json,/subclassFeature/198/name,subclass-feature: Light Domain Spells,,,pending,,0.50,
Lightning Launcher,subclass-feature,Artificer,Armorer,TCE,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/59/name,subclass-feature: Lightning Launcher,,,pending,,0.50,
Limited Wish,subclass-feature,Warlock,Genie,TCE,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/33/name,subclass-feature: Limited Wish,有限許願術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Living Legend,subclass-feature,Paladin,Glory,TCE; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/52/name,subclass-feature: Living Legend,現世傳說,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Lunar Boons,subclass-feature,Sorcerer,Lunar,DSotDQ,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/3/name,subclass-feature: Lunar Boons,,,pending,,0.50,
Lunar Embodiment,subclass-feature,Sorcerer,Lunar,DSotDQ,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/1/name,subclass-feature: Lunar Embodiment,,,pending,,0.50,
Lunar Empowerment,subclass-feature,Sorcerer,Lunar,DSotDQ,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/5/name,subclass-feature: Lunar Empowerment,,,pending,,0.50,
Lunar Form,subclass-feature,Druid,Moon,XPHB,one,1,data/class/class-druid.json,/subclassFeature/64/name,subclass-feature: Lunar Form,,,pending,,0.50,
Lunar Phenomenon,subclass-feature,Sorcerer,Lunar,DSotDQ,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/6/name,subclass-feature: Lunar Phenomenon,,,pending,,0.50,
Lunar Sorcery,subclass-feature,Sorcerer,Lunar,DSotDQ,classic-or-other,2,data/class/class-sorcerer.json,/subclassFeature/0/name,subclass-feature: Lunar Sorcery,,,pending,,0.50,
Macabre Modifications,subclass-feature,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/47/name,subclass-feature: Macabre Modifications,,,pending,,0.50,
Mage Hand Legerdemain,subclass-feature,Rogue,Arcane Trickster,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/1/name,subclass-feature: Mage Hand Legerdemain,法師之手詐術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Magic Arrow,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/69/name,subclass-feature: Magic Arrow,魔法箭矢,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Magic Awareness,subclass-feature,Barbarian,Wild Magic,TCE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/44/name,subclass-feature: Magic Awareness,察覺魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Magic-User's Nemesis,subclass-feature,Ranger,Monster Slayer,XGE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/60/name,subclass-feature: Magic-User's Nemesis,魔法剋星,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Magical Ambush,subclass-feature,Rogue,Arcane Trickster,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/3/name,subclass-feature: Magical Ambush,魔法伏擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Magical Discoveries,subclass-feature,Bard,Lore,XPHB,one,1,data/class/class-bard.json,/subclassFeature/73/name,subclass-feature: Magical Discoveries,,,pending,,0.50,
Malleable Illusions,subclass-feature,Wizard,Illusion,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/44/name,subclass-feature: Malleable Illusions,可塑幻象,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Maneuver Options,subclass-feature,Fighter,Battle Master,TCE; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/9/name,subclass-feature: Maneuver Options,戰技選項,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Maneuvers,subclass-feature,Fighter,Battle Master,PHB,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/10/name,subclass-feature: Maneuvers,戰技,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Manifest Echo,subclass-feature,Fighter,Echo Knight,EGW,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/1/name,subclass-feature: Manifest Echo,顯現迴音,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Manifest Mind,subclass-feature,Wizard,Scribes,TCE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/69/name,subclass-feature: Manifest Mind,神識顯現,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Manipulate Elements,subclass-feature,Monk,Elements,XPHB,one,1,data/class/class-monk.json,/subclassFeature/61/name,subclass-feature: Manipulate Elements,,,pending,,0.50,
Mantle of Inspiration,subclass-feature,Bard,Glamour,XGE; XPHB,classic-or-other; one,2,data/class/class-bard.json,/subclassFeature/29/name,subclass-feature: Mantle of Inspiration,激勵光環,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mantle of Majesty,subclass-feature,Bard,Glamour,XGE; XPHB,classic-or-other; one,2,data/class/class-bard.json,/subclassFeature/30/name,subclass-feature: Mantle of Majesty,威嚴光環,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mantle of Whispers,subclass-feature,Bard,Whispers,XGE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/44/name,subclass-feature: Mantle of Whispers,低語斗篷,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mapping Magic,subclass-feature,Artificer,Cartographer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/36/name,subclass-feature: Mapping Magic,,,pending,,0.50,
Marid's Surge,subclass-feature,Paladin,Noble Genies,FRHoF,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/86/name,subclass-feature: Marid's Surge,,,pending,,0.50,
Martial Training,subclass-feature,Bard; Mystic,Soul Knife; Valor,UATheMysticClass; XPHB,classic-or-other; one,2,data/class/class-bard.json,/subclassFeature/77/name,subclass-feature: Martial Training,,,pending,,0.50,
Master Duelist,subclass-feature,Rogue,Swashbuckler,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/58/name,subclass-feature: Master Duelist,決鬥大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Master of Hexes,subclass-feature,Warlock,Hexblade,XGE,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/50/name,subclass-feature: Master of Hexes,巫咒大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Master of Intrigue,subclass-feature,Rogue,Mastermind,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/42/name,subclass-feature: Master of Intrigue,陰謀大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Master of Nature,subclass-feature,Cleric,Nature,PHB,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/38/name,subclass-feature: Master of Nature,自然之主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Master of Runes,subclass-feature,Fighter,Rune Knight,TCE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/61/name,subclass-feature: Master of Runes,符文大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Master of Tactics,subclass-feature,Rogue,Mastermind,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/43/name,subclass-feature: Master of Tactics,戰術大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Master Scrivener,subclass-feature,Wizard,Scribes,TCE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/70/name,subclass-feature: Master Scrivener,書士宗師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Master Transmuter,subclass-feature,Wizard,Transmutation,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/58/name,subclass-feature: Master Transmuter,變化宗師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Master's Flourish,subclass-feature,Bard,Swords,XGE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/40/name,subclass-feature: Master's Flourish,劍舞大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mastermind,subclass-feature,Rogue,Mastermind,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/41/name,subclass-feature: Mastermind,策士,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mastery of Death,subclass-feature,Monk,Long Death,SCAG,classic-or-other,1,data/class/class-monk.json,/subclassFeature/25/name,subclass-feature: Mastery of Death,掌握生死,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Memory of One Thousand Steps,subclass-feature,Mystic,Nomad,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/21/name,subclass-feature: Memory of One Thousand Steps,,,pending,,0.50,
Mighty Impel,subclass-feature,Barbarian,Giant,BGG,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/4/name,subclass-feature: Mighty Impel,,,pending,,0.50,
Mighty Summoner,subclass-feature,Druid,Shepherd,XGE,classic-or-other,1,data/class/class-druid.json,/subclassFeature/43/name,subclass-feature: Mighty Summoner,強力召喚者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mighty Swarm,subclass-feature,Ranger,Swarmkeeper,TCE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/39/name,subclass-feature: Mighty Swarm,壯大集羣,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mind Magic,subclass-feature,Cleric,Knowledge,FRHoF,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/147/name,subclass-feature: Mind Magic,,,pending,,0.50,
Mindless Rage,subclass-feature,Barbarian,Berserker,PHB; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/subclassFeature/8/name,subclass-feature: Mindless Rage,無我狂暴,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Minor Alchemy,subclass-feature,Wizard,Transmutation,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/54/name,subclass-feature: Minor Alchemy,次級鍊金,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Minor Conjuration,subclass-feature,Wizard,Conjuration,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/19/name,subclass-feature: Minor Conjuration,次級咒喚,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Misdirection,subclass-feature,Rogue,Mastermind,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/45/name,subclass-feature: Misdirection,誤導攻擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Misty Escape,subclass-feature,Warlock,Archfey,PHB; XPHB,classic-or-other; one,2,data/class/class-warlock.json,/subclassFeature/2/name,subclass-feature: Misty Escape,霧遁,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Misty Wanderer,subclass-feature,Ranger,Fey Wanderer,TCE; XPHB,classic-or-other; one,2,data/class/class-ranger.json,/subclassFeature/34/name,subclass-feature: Misty Wanderer,霧行漫遊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mobile Flourish,subclass-feature,Bard,Swords,XGE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/34/name,subclass-feature: Mobile Flourish,靈活劍舞,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Momentary Stasis,subclass-feature,Wizard,Chronurgy,EGW,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/3/name,subclass-feature: Momentary Stasis,瞬時靜止,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Monster Slayer,subclass-feature,Ranger,Monster Slayer,XGE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/55/name,subclass-feature: Monster Slayer,怪物殺手,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Monster Slayer Magic,subclass-feature,Ranger,Monster Slayer,XGE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/57/name,subclass-feature: Monster Slayer Magic,怪物殺手魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Moon Fire,subclass-feature,Sorcerer,Lunar,DSotDQ,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/2/name,subclass-feature: Moon Fire,,,pending,,0.50,
Moon's Inspiration,subclass-feature,Bard,Moon,FRHoF,classic-or-other,1,data/class/class-bard.json,/subclassFeature/47/name,subclass-feature: Moon's Inspiration,,,pending,,0.50,
Moonlight Step,subclass-feature,Druid,Moon,XPHB,one,1,data/class/class-druid.json,/subclassFeature/63/name,subclass-feature: Moonlight Step,,,pending,,0.50,
Mortal Bulwark,subclass-feature,Paladin,Watchers,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/61/name,subclass-feature: Mortal Bulwark,塵世壁壘,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mote of Potential,subclass-feature,Bard,Creation,TCE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/11/name,subclass-feature: Mote of Potential,潛能微塵,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Multiattack,subclass-feature,Ranger,Hunter,PHB,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/21/name,subclass-feature: Multiattack,多重攻擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Multiattack Defense,subclass-feature,Ranger,Hunter,PHB,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/19/name,subclass-feature: Multiattack Defense,防禦多重攻擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Mystical Connection,subclass-feature,Bard,Spirits,RHW; VRGR,classic-or-other,2,data/class/class-bard.json,/subclassFeature/26/name,subclass-feature: Mystical Connection,,,pending,,0.50,
Natural Recovery,subclass-feature,Druid,Land,PHB; XPHB,classic-or-other; one,2,data/class/class-druid.json,/subclassFeature/3/name,subclass-feature: Natural Recovery,自然恢復,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Nature Domain,subclass-feature,Cleric,Nature,PHB,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/31/name,subclass-feature: Nature Domain,自然領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Nature Speaker,subclass-feature,Barbarian,Wild Heart,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/83/name,subclass-feature: Nature Speaker,,,pending,,0.50,
Nature's Sanctuary,subclass-feature,Druid,Land,PHB; XPHB,classic-or-other; one,2,data/class/class-druid.json,/subclassFeature/6/name,subclass-feature: Nature's Sanctuary,自然庇護,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Nature's Ward,subclass-feature,Druid,Land,PHB; XPHB,classic-or-other; one,2,data/class/class-druid.json,/subclassFeature/5/name,subclass-feature: Nature's Ward,自然之護,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Nature's Wrath,subclass-feature,Paladin,Ancients,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/10/name,subclass-feature: Nature's Wrath,,,pending,,0.50,
Necromancy Savant,subclass-feature,Wizard,Necromancy,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/49/name,subclass-feature: Necromancy Savant,死靈學者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Necrotic Husk,subclass-feature,Warlock,Undead,RHW; VRGR,classic-or-other,2,data/class/class-warlock.json,/subclassFeature/37/name,subclass-feature: Necrotic Husk,死疽軀殼,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Noble Scion,subclass-feature,Paladin,Noble Genies,FRHoF,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/90/name,subclass-feature: Noble Scion,,,pending,,0.50,
Oath of Conquest,subclass-feature,Paladin,Conquest,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/62/name,subclass-feature: Oath of Conquest,征服之誓,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oath of Devotion,subclass-feature,Paladin,Devotion,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/17/name,subclass-feature: Oath of Devotion,奉獻之誓,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oath of Devotion Spells,subclass-feature,Paladin,Devotion,XPHB,one,1,data/class/class-paladin.json,/subclassFeature/98/name,subclass-feature: Oath of Devotion Spells,,,pending,,0.50,
Oath of Glory,subclass-feature,Paladin,Glory,TCE; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/44/name,subclass-feature: Oath of Glory,榮耀之誓,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oath of Glory Spells,subclass-feature,Paladin,Glory,XPHB,one,1,data/class/class-paladin.json,/subclassFeature/105/name,subclass-feature: Oath of Glory Spells,,,pending,,0.50,
Oath of Redemption,subclass-feature,Paladin,Redemption,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/71/name,subclass-feature: Oath of Redemption,救贖之誓,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oath of the Ancients,subclass-feature,Paladin,Ancients,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/8/name,subclass-feature: Oath of the Ancients,遠古之誓,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oath of the Ancients Spells,subclass-feature,Paladin,Ancients,XPHB,one,1,data/class/class-paladin.json,/subclassFeature/93/name,subclass-feature: Oath of the Ancients Spells,,,pending,,0.50,
Oath of the Crown,subclass-feature,Paladin,Crown,SCAG,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/35/name,subclass-feature: Oath of the Crown,王冠之誓,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oath of the Noble Genies,subclass-feature,Paladin,Noble Genies,FRHoF,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/87/name,subclass-feature: Oath of the Noble Genies,,,pending,,0.50,
Oath of the Watchers,subclass-feature,Paladin,Watchers,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/53/name,subclass-feature: Oath of the Watchers,守望之誓,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oath of Vengeance,subclass-feature,Paladin,Vengeance,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/26/name,subclass-feature: Oath of Vengeance,復仇之誓,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oath of Vengeance Spells,subclass-feature,Paladin,Vengeance,XPHB,one,1,data/class/class-paladin.json,/subclassFeature/111/name,subclass-feature: Oath of Vengeance Spells,,,pending,,0.50,
Oath Spells,subclass-feature,Paladin,Ancients; Conquest; Crown; Devotion; Glory; Redemption; Vengeance; Watchers,PHB; SCAG; TCE; XGE,classic-or-other,8,data/class/class-paladin.json,/subclassFeature/11/name,subclass-feature: Oath Spells,聖誓法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oathbreaker,subclass-feature,Paladin,Oathbreaker,DMG,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/0/name,subclass-feature: Oathbreaker,破誓者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oathbreaker Spells,subclass-feature,Paladin,Oathbreaker,DMG,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/4/name,subclass-feature: Oathbreaker Spells,破誓者法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Oceanic Gift,subclass-feature,Druid,Sea,XPHB,one,1,data/class/class-druid.json,/subclassFeature/70/name,subclass-feature: Oceanic Gift,,,pending,,0.50,
