english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes,final_zh_tw,final_source
School of Enchantment,subclass-feature,Wizard,Enchantment,PHB,classic-or-other,2,data/class/class-wizard.json,/subclassFeature/29/name,subclass-feature: School of Enchantment,惑控學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,惑控學派,5eclone.pingstudio.tw (legacy exact ENG_name match)
School of Evocation,subclass-feature,Wizard,Evocation,PHB,classic-or-other,2,data/class/class-wizard.json,/subclassFeature/35/name,subclass-feature: School of Evocation,塑能學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,塑能學派,5eclone.pingstudio.tw (legacy exact ENG_name match)
School of Illusion,subclass-feature,Wizard,Illusion,PHB,classic-or-other,2,data/class/class-wizard.json,/subclassFeature/41/name,subclass-feature: School of Illusion,幻術學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,幻術學派,5eclone.pingstudio.tw (legacy exact ENG_name match)
School of Necromancy,subclass-feature,Wizard,Necromancy,PHB,classic-or-other,2,data/class/class-wizard.json,/subclassFeature/47/name,subclass-feature: School of Necromancy,死靈學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,死靈學派,5eclone.pingstudio.tw (legacy exact ENG_name match)
School of Transmutation,subclass-feature,Wizard,Transmutation,PHB,classic-or-other,2,data/class/class-wizard.json,/subclassFeature/53/name,subclass-feature: School of Transmutation,變化學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,變化學派,5eclone.pingstudio.tw (legacy exact ENG_name match)
Scion of the Three,subclass-feature,Rogue,Scion of the Three,FRHoF,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/61/name,subclass-feature: Scion of the Three,,,pending,,0.50,,三神門徒,shuaishuaidnd.cn + OpenCC s2twp
Scornful Rebuke,subclass-feature,Paladin,Conquest,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/69/name,subclass-feature: Scornful Rebuke,輕蔑斥喝,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,輕蔑斥喝,5eclone.pingstudio.tw (legacy exact ENG_name match)
Scout,subclass-feature,Rogue,Scout,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/47/name,subclass-feature: Scout,斥侯,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,斥侯,5eclone.pingstudio.tw (legacy exact ENG_name match)
Sculpt Spells,subclass-feature,Wizard,Evocation; Evoker,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/subclassFeature/37/name,subclass-feature: Sculpt Spells,形塑法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,形塑法術,5eclone.pingstudio.tw (legacy exact ENG_name match)
Sea,subclass-feature,Barbarian,Storm Herald,XGE,classic-or-other,3,data/class/class-barbarian.json,/subclassFeature/56/name,subclass-feature: Sea,海洋,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,海洋,5eclone.pingstudio.tw (legacy exact ENG_name match)
Searing Arc Strike,subclass-feature,Monk,Sun Soul,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/57/name,subclass-feature: Searing Arc Strike,熱弧襲,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,熱弧襲,5eclone.pingstudio.tw (legacy exact ENG_name match)
Searing Sunburst,subclass-feature,Monk,Sun Soul,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/58/name,subclass-feature: Searing Sunburst,熾熱爆陽,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,熾熱爆陽,5eclone.pingstudio.tw (legacy exact ENG_name match)
Searing Vengeance,subclass-feature,Warlock,Celestial,XGE; XPHB,classic-or-other; one,2,data/class/class-warlock.json,/subclassFeature/44/name,subclass-feature: Searing Vengeance,灼光復仇,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,灼光復仇,5eclone.pingstudio.tw (legacy exact ENG_name match)
Second-Story Work,subclass-feature,Rogue,Thief,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/14/name,subclass-feature: Second-Story Work,樑上君子,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,樑上君子,5eclone.pingstudio.tw (legacy exact ENG_name match)
Sentinel at Death's Door,subclass-feature,Cleric,Grave,RHW; XGE,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/138/name,subclass-feature: Sentinel at Death's Door,死之門的哨衛,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,死之門的哨衛,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shadow Arts,subclass-feature,Monk,Shadow,PHB; XPHB,classic-or-other; one,2,data/class/class-monk.json,/subclassFeature/18/name,subclass-feature: Shadow Arts,影之技藝,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,影之技藝,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shadow Lore,subclass-feature,Bard,Whispers,XGE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/45/name,subclass-feature: Shadow Lore,陰影學識,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,陰影學識,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shadow Magic,subclass-feature,Sorcerer,Shadow,XGE,classic-or-other,2,data/class/class-sorcerer.json,/subclassFeature/43/name,subclass-feature: Shadow Magic,幽影魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,幽影魔法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shadow Martyr,subclass-feature,Fighter,Echo Knight,EGW,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/4/name,subclass-feature: Shadow Martyr,陰影殉道者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,陰影殉道者,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shadow Sorcery,subclass-feature,Sorcerer,Shadow,RHW,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/69/name,subclass-feature: Shadow Sorcery,,,pending,,0.50,,幽影術法,shuaishuaidnd.cn + OpenCC s2twp
Shadow Spells,subclass-feature,Sorcerer,Shadow,RHW,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/70/name,subclass-feature: Shadow Spells,,,pending,,0.50,,幽影法術,shuaishuaidnd.cn + OpenCC s2twp
Shadow Step,subclass-feature,Monk,Shadow,PHB; XPHB,classic-or-other; one,2,data/class/class-monk.json,/subclassFeature/19/name,subclass-feature: Shadow Step,暗影步,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,暗影步,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shadow Walk,subclass-feature,Sorcerer,Shadow,RHW; XGE,classic-or-other,2,data/class/class-sorcerer.json,/subclassFeature/47/name,subclass-feature: Shadow Walk,幽影漫步,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,幽影漫步,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shadowy Dodge,subclass-feature,Ranger,Gloom Stalker,XGE; XPHB,classic-or-other; one,2,data/class/class-ranger.json,/subclassFeature/47/name,subclass-feature: Shadowy Dodge,暗影閃避,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,暗影閃避,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shadowy Figments,subclass-feature,Monk,Shadow,XPHB,one,1,data/class/class-monk.json,/subclassFeature/82/name,subclass-feature: Shadowy Figments,,,pending,,0.50,,幻影術,shuaishuaidnd.cn + OpenCC s2twp
Shapechanger,subclass-feature,Wizard,Transmutation,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/57/name,subclass-feature: Shapechanger,變形者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,變形者,5eclone.pingstudio.tw (legacy exact ENG_name match)
Share Spells,subclass-feature,Ranger,Beast Master,PHB; XPHB,classic-or-other; one,2,data/class/class-ranger.json,/subclassFeature/11/name,subclass-feature: Share Spells,法術共享,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,法術共享,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shared Resilience,subclass-feature,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/94/name,subclass-feature: Shared Resilience,,,pending,,0.50,,同築堅城,shuaishuaidnd.cn + OpenCC s2twp
Sharpen the Blade,subclass-feature,Monk,Kensei,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/53/name,subclass-feature: Sharpen the Blade,鋒銳劍刃,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,鋒銳劍刃,5eclone.pingstudio.tw (legacy exact ENG_name match)
Shielding Storm,subclass-feature,Barbarian,Storm Herald,XGE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/63/name,subclass-feature: Shielding Storm,護盾風暴,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,護盾風暴,5eclone.pingstudio.tw (legacy exact ENG_name match)
Silver Tongue,subclass-feature,Bard,Eloquence,TCE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/16/name,subclass-feature: Silver Tongue,巧舌如簧,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,巧舌如簧,5eclone.pingstudio.tw (legacy exact ENG_name match)
Skirmisher,subclass-feature,Rogue,Scout,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/48/name,subclass-feature: Skirmisher,散兵戰術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,散兵戰術,5eclone.pingstudio.tw (legacy exact ENG_name match)
Slashing Flourish,subclass-feature,Bard,Swords,XGE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/35/name,subclass-feature: Slashing Flourish,順劈劍舞,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,順劈劍舞,5eclone.pingstudio.tw (legacy exact ENG_name match)
Slayer's Counter,subclass-feature,Ranger,Monster Slayer,XGE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/61/name,subclass-feature: Slayer's Counter,殺手反制,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,殺手反制,5eclone.pingstudio.tw (legacy exact ENG_name match)
Slayer's Prey,subclass-feature,Ranger,Monster Slayer,XGE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/58/name,subclass-feature: Slayer's Prey,殺手獵物,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,殺手獵物,5eclone.pingstudio.tw (legacy exact ENG_name match)
Smite of Protection,subclass-feature,Paladin,Devotion,XPHB,one,1,data/class/class-paladin.json,/subclassFeature/101/name,subclass-feature: Smite of Protection,,,pending,,0.50,,衛護斬,shuaishuaidnd.cn + OpenCC s2twp
Solidarity Domain (PSA),subclass-feature,Cleric,Solidarity (PSA),PSA,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/70/name,subclass-feature: Solidarity Domain (PSA),,,pending,,0.50,,團結領域(PSA),shuaishuaidnd.cn + OpenCC s2twp
Solidarity's Action,subclass-feature,Cleric,Solidarity (PSA),PSA,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/72/name,subclass-feature: Solidarity's Action,,,pending,,0.50,,守望相助,shuaishuaidnd.cn + OpenCC s2twp
Song of Defense,subclass-feature,Wizard,Bladesinger; Bladesinging,FRHoF; TCE,classic-or-other,2,data/class/class-wizard.json,/subclassFeature/64/name,subclass-feature: Song of Defense,守禦之歌,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,守禦之歌,5eclone.pingstudio.tw (legacy exact ENG_name match)
Song of Victory,subclass-feature,Wizard,Bladesinger; Bladesinging,FRHoF; TCE,classic-or-other,2,data/class/class-wizard.json,/subclassFeature/65/name,subclass-feature: Song of Victory,勝利之歌,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,勝利之歌,5eclone.pingstudio.tw (legacy exact ENG_name match)
Soul Blades,subclass-feature,Rogue,Soulknife,TCE; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/31/name,subclass-feature: Soul Blades,靈魂之刃,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,靈魂之刃,5eclone.pingstudio.tw (legacy exact ENG_name match)
Soul Knife,subclass-feature,Mystic,Soul Knife,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/26/name,subclass-feature: Soul Knife,,,pending,,0.50,,魂刃,shuaishuaidnd.cn + OpenCC s2twp
Soul of Deceit,subclass-feature,Rogue,Mastermind,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/46/name,subclass-feature: Soul of Deceit,欺瞞之魂,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,欺瞞之魂,5eclone.pingstudio.tw (legacy exact ENG_name match)
Soul of the Forge,subclass-feature,Cleric,Forge,XGE,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/130/name,subclass-feature: Soul of the Forge,鍛造之魂,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,鍛造之魂,5eclone.pingstudio.tw (legacy exact ENG_name match)
Soul of Vengeance,subclass-feature,Paladin,Vengeance,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/33/name,subclass-feature: Soul of Vengeance,報復之魂,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,報復之魂,5eclone.pingstudio.tw (legacy exact ENG_name match)
Soulknife,subclass-feature,Rogue,Soulknife,TCE; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/26/name,subclass-feature: Soulknife,魂刃,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魂刃,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spectral Defense,subclass-feature,Ranger,Horizon Walker,XGE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/54/name,subclass-feature: Spectral Defense,虛體防禦,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,虛體防禦,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spectral Form,subclass-feature,Mystic,Awakened,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/11/name,subclass-feature: Spectral Form,,,pending,,0.50,,幽靈形態,shuaishuaidnd.cn + OpenCC s2twp
Speech of the Woods,subclass-feature,Druid,Shepherd,XGE,classic-or-other,1,data/class/class-druid.json,/subclassFeature/41/name,subclass-feature: Speech of the Woods,林地之語,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,林地之語,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spell Bombardment,subclass-feature,Sorcerer,Wild,PHB,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/18/name,subclass-feature: Spell Bombardment,法術轟擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,法術轟擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spell Breaker,subclass-feature,Cleric; Wizard,Abjurer; Arcana,SCAG; XPHB,classic-or-other; one,2,data/class/class-cleric.json,/subclassFeature/97/name,subclass-feature: Spell Breaker,法術破壞者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,法術破壞者,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spell Resistance,subclass-feature,Wizard,Abjuration; Abjurer,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/subclassFeature/16/name,subclass-feature: Spell Resistance,法術抗性,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,法術抗性,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spell Thief,subclass-feature,Rogue,Arcane Trickster,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/5/name,subclass-feature: Spell Thief,法術竊賊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,法術竊賊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spellcasting,subclass-feature,Fighter; Rogue,Arcane Trickster; Eldritch Knight,PHB; XPHB,classic-or-other; one,4,data/class/class-fighter.json,/subclassFeature/28/name,subclass-feature: Spellcasting,施法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,施法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spellfire Burst,subclass-feature,Sorcerer,Spellfire,FRHoF,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/59/name,subclass-feature: Spellfire Burst,,,pending,,0.50,,咒火迸發,shuaishuaidnd.cn + OpenCC s2twp
Spellfire Sorcery,subclass-feature,Sorcerer,Spellfire,FRHoF,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/60/name,subclass-feature: Spellfire Sorcery,,,pending,,0.50,,咒火術法,shuaishuaidnd.cn + OpenCC s2twp
Spellfire Spells,subclass-feature,Sorcerer,Spellfire,FRHoF,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/61/name,subclass-feature: Spellfire Spells,,,pending,,0.50,,咒火法術,shuaishuaidnd.cn + OpenCC s2twp
Spiked Retribution,subclass-feature,Barbarian,Battlerager,SCAG,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/37/name,subclass-feature: Spiked Retribution,尖刺反擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,尖刺反擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spirit Projection,subclass-feature,Warlock,Undead,VRGR,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/38/name,subclass-feature: Spirit Projection,靈魂投射,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,靈魂投射,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spirit Seeker,subclass-feature,Barbarian,Totem Warrior,PHB,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/17/name,subclass-feature: Spirit Seeker,精魂尋訪者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,精魂尋訪者,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spirit Session,subclass-feature,Bard,Spirits,VRGR,classic-or-other,1,data/class/class-bard.json,/subclassFeature/25/name,subclass-feature: Spirit Session,,,pending,,0.50,,精魂集會,shuaishuaidnd.cn + OpenCC s2twp
Spirit Shield,subclass-feature,Barbarian,Ancestral Guardian,XGE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/51/name,subclass-feature: Spirit Shield,精魂之盾,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,精魂之盾,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spirit Totem,subclass-feature,Druid,Shepherd,XGE,classic-or-other,1,data/class/class-druid.json,/subclassFeature/42/name,subclass-feature: Spirit Totem,精魂圖騰,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,精魂圖騰,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spirit Walker,subclass-feature,Barbarian,Totem Warrior,PHB,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/25/name,subclass-feature: Spirit Walker,精魂行者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,精魂行者,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spirits from Beyond,subclass-feature,Bard,Spirits,RHW,classic-or-other,1,data/class/class-bard.json,/subclassFeature/53/name,subclass-feature: Spirits from Beyond,,,pending,,0.50,,彼岸之魂,shuaishuaidnd.cn + OpenCC s2twp
Spiritual Focus,subclass-feature,Bard,Spirits,VRGR,classic-or-other,1,data/class/class-bard.json,/subclassFeature/23/name,subclass-feature: Spiritual Focus,靈魂法器,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,靈魂法器,5eclone.pingstudio.tw (legacy exact ENG_name match)
Split Enchantment,subclass-feature,Wizard,Enchantment,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/33/name,subclass-feature: Split Enchantment,分散惑控,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,分散惑控,5eclone.pingstudio.tw (legacy exact ENG_name match)
Spreading Spores,subclass-feature,Druid,Spores,TCE,classic-or-other,1,data/class/class-druid.json,/subclassFeature/18/name,subclass-feature: Spreading Spores,散佈孢子,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,散佈孢子,5eclone.pingstudio.tw (legacy exact ENG_name match)
Stalker's Flurry,subclass-feature,Ranger,Gloom Stalker,XGE; XPHB,classic-or-other; one,2,data/class/class-ranger.json,/subclassFeature/46/name,subclass-feature: Stalker's Flurry,追獵如風,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,追獵如風,5eclone.pingstudio.tw (legacy exact ENG_name match)
Stand Against the Tide,subclass-feature,Ranger,Hunter,PHB,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/25/name,subclass-feature: Stand Against the Tide,逆潮而立,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,逆潮而立,5eclone.pingstudio.tw (legacy exact ENG_name match)
Star Map,subclass-feature,Druid,Stars,TCE; XPHB,classic-or-other; one,2,data/class/class-druid.json,/subclassFeature/21/name,subclass-feature: Star Map,星圖,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,星圖,5eclone.pingstudio.tw (legacy exact ENG_name match)
Starry Form,subclass-feature,Druid,Stars,TCE; XPHB,classic-or-other; one,2,data/class/class-druid.json,/subclassFeature/22/name,subclass-feature: Starry Form,星耀形態,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,星耀形態,5eclone.pingstudio.tw (legacy exact ENG_name match)
Steady Eye,subclass-feature,Rogue,Inquisitive,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/38/name,subclass-feature: Steady Eye,穩定之眼,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,穩定之眼,5eclone.pingstudio.tw (legacy exact ENG_name match)
Steel Defender,subclass-feature,Artificer,Battle Smith,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/28/name,subclass-feature: Steel Defender,鋼鐵守衛,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,鋼鐵守衛,5eclone.pingstudio.tw (legacy exact ENG_name match)
Steel Will,subclass-feature,Ranger,Hunter,PHB,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/20/name,subclass-feature: Steel Will,鋼鐵意志,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,鋼鐵意志,5eclone.pingstudio.tw (legacy exact ENG_name match)
Steps of Night,subclass-feature,Cleric,Twilight,TCE,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/122/name,subclass-feature: Steps of Night,午夜飛步,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,午夜飛步,5eclone.pingstudio.tw (legacy exact ENG_name match)
Steps of the Fey,subclass-feature,Warlock,Archfey,XPHB,one,1,data/class/class-warlock.json,/subclassFeature/68/name,subclass-feature: Steps of the Fey,,,pending,,0.50,,妖精步伐,shuaishuaidnd.cn + OpenCC s2twp
Storm Aura,subclass-feature,Barbarian,Storm Herald,XGE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/58/name,subclass-feature: Storm Aura,風暴靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,風暴靈光,5eclone.pingstudio.tw (legacy exact ENG_name match)
Storm Guide,subclass-feature,Sorcerer,Storm,XGE,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/53/name,subclass-feature: Storm Guide,暴風導向,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,暴風導向,5eclone.pingstudio.tw (legacy exact ENG_name match)
Storm Sorcery,subclass-feature,Sorcerer,Storm,XGE,classic-or-other,2,data/class/class-sorcerer.json,/subclassFeature/49/name,subclass-feature: Storm Sorcery,暴風術法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,暴風術法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Storm Soul,subclass-feature,Barbarian,Storm Herald,XGE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/62/name,subclass-feature: Storm Soul,風暴之魂,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,風暴之魂,5eclone.pingstudio.tw (legacy exact ENG_name match)
Storm's Fury,subclass-feature,Sorcerer,Storm,XGE,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/54/name,subclass-feature: Storm's Fury,暴風狂怒,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,暴風狂怒,5eclone.pingstudio.tw (legacy exact ENG_name match)
Stormborn,subclass-feature,Cleric; Druid,Sea; Tempest,PHB; XPHB,classic-or-other; one,2,data/class/class-cleric.json,/subclassFeature/46/name,subclass-feature: Stormborn,風暴之子,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,風暴之子,5eclone.pingstudio.tw (legacy exact ENG_name match)
Strange Modifications,subclass-feature,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/45/name,subclass-feature: Strange Modifications,,,pending,,0.50,,怪異改造,shuaishuaidnd.cn + OpenCC s2twp
Strength before Death,subclass-feature,Fighter,Samurai,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/88/name,subclass-feature: Strength before Death,迴光返照,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,迴光返照,5eclone.pingstudio.tw (legacy exact ENG_name match)
Strength Domain (PSA),subclass-feature,Cleric,Strength (PSA),PSA,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/78/name,subclass-feature: Strength Domain (PSA),,,pending,,0.50,,力量領域(PSA),shuaishuaidnd.cn + OpenCC s2twp
Strength of the Grave,subclass-feature,Sorcerer,Shadow,XGE,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/45/name,subclass-feature: Strength of the Grave,終焉之力,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,終焉之力,5eclone.pingstudio.tw (legacy exact ENG_name match)
Stride of the Elements,subclass-feature,Monk,Elements,XPHB,one,1,data/class/class-monk.json,/subclassFeature/64/name,subclass-feature: Stride of the Elements,,,pending,,0.50,,四象遁術,shuaishuaidnd.cn + OpenCC s2twp
Strike Fear,subclass-feature,Rogue,Scion of the Three,FRHoF,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/62/name,subclass-feature: Strike Fear,,,pending,,0.50,,襲殺恐懼,shuaishuaidnd.cn + OpenCC s2twp
Student of War,subclass-feature,Fighter,Battle Master,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/11/name,subclass-feature: Student of War,戰爭學徒,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,戰爭學徒,5eclone.pingstudio.tw (legacy exact ENG_name match)
Sudden Strike,subclass-feature,Rogue,Scout,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/52/name,subclass-feature: Sudden Strike,突發猛擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,突發猛擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Summon Wildfire Spirit,subclass-feature,Druid,Wildfire,TCE,classic-or-other,1,data/class/class-druid.json,/subclassFeature/31/name,subclass-feature: Summon Wildfire Spirit,召喚野火精魄,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,召喚野火精魄,5eclone.pingstudio.tw (legacy exact ENG_name match)
